"Weekly","Spots","Mean","Median","Sd","Count"
1899-01-08,39,5.57142857142857,5,1.81265393434993,7
1899-01-15,27,3.85714285714286,5,3.23669437485075,7
1899-01-22,33,4.71428571428571,3,2.49761791275112,7
1899-01-29,30,4.28571428571429,3,2.75162289775117,7
1899-02-05,25,3.57142857142857,3,2.5727509827124,7
1899-02-12,2,0.285714285714286,0,0.755928946018455,7
1899-02-19,12,1.71428571428571,2,1.25356634105602,7
1899-02-26,22,3.14285714285714,2,3.18478525851542,7
1899-03-05,7,1,0,1.29099444873581,7
1899-03-12,32,4.57142857142857,5,1.98805959477601,7
1899-03-19,33,4.71428571428571,7,3.25137333621173,7
1899-03-26,28,4,3,2.44948974278318,7
1899-04-02,23,3.28571428571429,2,2.6903708365382,7
1899-04-09,48,6.85714285714286,7,1.3451854182691,7
1899-04-16,32,4.57142857142857,5,2.37045304088641,7
1899-04-23,31,4.42857142857143,3,2.29906813420444,7
1899-04-30,13,1.85714285714286,2,0.899735410842437,7
1899-05-07,4,0.571428571428571,0,0.975900072948533,7
1899-05-14,21,3,2,2.3094010767585,7
1899-05-21,40,5.71428571428571,7,3.30223589477825,7
1899-05-28,22,3.14285714285714,3,2.26778683805536,7
1899-06-04,29,4.14285714285714,3,3.02371578407382,7
1899-06-11,28,4,5,2,7
1899-06-18,27,3.85714285714286,3,2.60950643025148,7
1899-06-25,33,4.71428571428571,5,3.14718316987777,7
1899-07-02,31,4.42857142857143,3,2.63673679998231,7
1899-07-09,35,5,7,3.2659863237109,7
1899-07-16,3,0.428571428571429,0,1.13389341902768,7
1899-07-23,12,1.71428571428571,0,2.9277002188456,7
1899-07-30,16,2.28571428571429,0,3.19970236711092,7
1899-08-06,0,0,0,0,7
1899-08-13,0,0,0,0,7
1899-08-20,5,0.714285714285714,0,1.25356634105602,7
1899-08-27,9,1.28571428571429,2,1.25356634105602,7
1899-09-03,6,0.857142857142857,0,1.0690449676497,7
1899-09-10,11,1.57142857142857,0,3.04724700110022,7
1899-09-17,13,1.85714285714286,2,0.899735410842437,7
1899-09-24,40,5.71428571428571,7,2.42997158517582,7
1899-10-01,7,1,0,1.91485421551268,7
1899-10-08,12,1.71428571428571,2,1.88982236504614,7
1899-10-15,0,0,0,0,7
1899-10-22,15,2.14285714285714,2,1.77281052085584,7
1899-10-29,14,2,2,2.51661147842358,7
1899-11-05,2,0.285714285714286,0,0.755928946018455,7
1899-11-12,20,2.85714285714286,2,2.47847879612821,7
1899-11-19,21,3,2,3.21455025366432,7
1899-11-26,37,5.28571428571429,7,3.14718316987777,7
1899-12-03,19,2.71428571428571,2,2.49761791275112,7
1899-12-10,5,0.714285714285714,0,1.25356634105602,7
1899-12-17,17,2.42857142857143,2,2.76026223736942,7
1899-12-24,8,1.14285714285714,0,1.4638501094228,7
1899-12-31,9,1.28571428571429,2,1.25356634105602,7
1900-01-07,4,0.571428571428571,0,0.975900072948533,7
1900-01-14,31,4.42857142857143,5,2.50713268211203,7
1900-01-21,19,2.71428571428571,2,3.40168025708304,7
1900-01-28,28,4,3,3.60555127546399,7
1900-02-04,20,2.85714285714286,2,2.34012616672488,7
1900-02-11,6,0.857142857142857,0,1.0690449676497,7
1900-02-18,0,0,0,0,7
1900-02-25,2,0.285714285714286,0,0.755928946018455,7
1900-03-04,27,3.85714285714286,3,2.911389784311,7
1900-03-11,2,0.285714285714286,0,0.755928946018455,7
1900-03-18,0,0,0,0,7
1900-03-25,24,3.42857142857143,2,2.93582145558064,7
1900-04-01,24,3.42857142857143,2,3.20713490294909,7
1900-04-08,26,3.71428571428571,3,2.28868854108532,7
1900-04-15,8,1.14285714285714,2,1.0690449676497,7
1900-04-22,37,5.28571428571429,5,2.56347977784662,7
1900-04-29,40,5.71428571428571,5,1.70433620649269,7
1900-05-06,11,1.57142857142857,0,2.5727509827124,7
1900-05-13,15,2.14285714285714,0,2.911389784311,7
1900-05-20,27,3.85714285714286,3,1.86445447147161,7
1900-05-27,15,2.14285714285714,2,2.26778683805536,7
1900-06-03,5,0.714285714285714,0,1.25356634105602,7
1900-06-10,15,2.14285714285714,0,2.67261241912424,7
1900-06-17,34,4.85714285714286,5,3.28778402720188,7
1900-06-24,25,3.57142857142857,3,3.20713490294909,7
1900-07-01,13,1.85714285714286,2,1.95180014589707,7
1900-07-08,2,0.285714285714286,0,0.755928946018455,7
1900-07-15,31,4.42857142857143,7,3.35942171894424,7
1900-07-22,16,2.28571428571429,2,2.36038737740833,7
1900-07-29,0,0,0,0,7
1900-08-05,19,2.71428571428571,2,2.87020822207993,7
1900-08-12,7,1,0,1.29099444873581,7
1900-08-19,0,0,0,0,7
1900-08-26,8,1.14285714285714,0,1.4638501094228,7
1900-09-02,40,5.71428571428571,7,2.42997158517582,7
1900-09-09,27,3.85714285714286,3,2.911389784311,7
1900-09-16,2,0.285714285714286,0,0.755928946018455,7
1900-09-23,4,0.571428571428571,0,0.975900072948533,7
1900-09-30,2,0.285714285714286,0,0.755928946018455,7
1900-10-07,30,4.28571428571429,5,2.1380899352994,7
1900-10-14,21,3,2,3.2659863237109,7
1900-10-21,22,3.14285714285714,2,2.96808419852332,7
1900-10-28,10,1.42857142857143,2,1.39727626201154,7
1900-11-04,0,0,0,0,7
1900-11-11,9,1.28571428571429,2,1.25356634105602,7
1900-11-18,32,4.57142857142857,3,2.63673679998231,7
1900-11-25,0,0,0,0,7
1900-12-02,0,0,0,0,7
1900-12-09,0,0,0,0,7
1900-12-16,0,0,0,0,7
1900-12-23,5,0.714285714285714,0,1.25356634105602,7
1900-12-30,0,0,0,0,7
1901-01-06,0,0,0,0,7
1901-01-13,2,0.285714285714286,0,0.755928946018455,7
1901-01-20,0,0,0,0,7
1901-01-27,0,0,0,0,7
1901-02-03,21,3,2,1.82574185835055,7
1901-02-10,2,0.285714285714286,0,0.755928946018455,7
1901-02-17,0,0,0,0,7
1901-02-24,0,0,0,0,7
1901-03-03,16,2.28571428571429,3,1.79947082168487,7
1901-03-10,3,0.428571428571429,0,1.13389341902768,7
1901-03-17,0,0,0,0,7
1901-03-24,0,0,0,0,7
1901-03-31,0,0,0,0,7
1901-04-07,0,0,0,0,7
1901-04-14,0,0,0,0,7
1901-04-21,0,0,0,0,7
1901-04-28,0,0,0,0,7
1901-05-05,0,0,0,0,7
1901-05-12,0,0,0,0,7
1901-05-19,23,3.28571428571429,3,1.88982236504614,7
1901-05-26,34,4.85714285714286,7,3.13201593379149,7
1901-06-02,7,1,0,1.91485421551268,7
1901-06-09,9,1.28571428571429,0,2.62769136406122,7
1901-06-16,29,4.14285714285714,3,1.57359158493889,7
1901-06-23,25,3.57142857142857,3,3.69039938476144,7
1901-06-30,0,0,0,0,7
1901-07-07,0,0,0,0,7
1901-07-14,0,0,0,0,7
1901-07-21,6,0.857142857142857,0,1.0690449676497,7
1901-07-28,9,1.28571428571429,0,2.62769136406122,7
1901-08-04,0,0,0,0,7
1901-08-11,0,0,0,0,7
1901-08-18,2,0.285714285714286,0,0.755928946018455,7
1901-08-25,2,0.285714285714286,0,0.755928946018455,7
1901-09-01,0,0,0,0,7
1901-09-08,8,1.14285714285714,0,2.03540097839643,7
1901-09-15,0,0,0,0,7
1901-09-22,0,0,0,0,7
1901-09-29,0,0,0,0,7
1901-10-06,22,3.14285714285714,3,2.26778683805536,7
1901-10-13,0,0,0,0,7
1901-10-20,0,0,0,0,7
1901-10-27,25,3.57142857142857,3,3.69039938476144,7
1901-11-03,0,0,0,0,7
1901-11-10,15,2.14285714285714,2,2.85356919363403,7
1901-11-17,26,3.71428571428571,2,2.62769136406122,7
1901-11-24,8,1.14285714285714,0,2.03540097839643,7
1901-12-01,0,0,0,0,7
1901-12-08,0,0,0,0,7
1901-12-15,0,0,0,0,7
1901-12-22,0,0,0,0,7
1901-12-29,0,0,0,0,7
1902-01-05,34,4.85714285714286,5,2.54483604112141,7
1902-01-12,14,2,2,2.51661147842358,7
1902-01-19,0,0,0,0,7
1902-01-26,0,0,0,0,7
1902-02-02,0,0,0,0,7
1902-02-09,0,0,0,0,7
1902-02-16,0,0,0,0,7
1902-02-23,0,0,0,0,7
1902-03-02,36,5.14285714285714,5,2.54483604112141,7
1902-03-09,33,4.71428571428571,5,3.14718316987777,7
1902-03-16,2,0.285714285714286,0,0.755928946018455,7
1902-03-23,0,0,0,0,7
1902-03-30,0,0,0,0,7
1902-04-06,0,0,0,0,7
1902-04-13,0,0,0,0,7
1902-04-20,0,0,0,0,7
1902-04-27,0,0,0,0,7
1902-05-04,2,0.285714285714286,0,0.755928946018455,7
1902-05-11,0,0,0,0,7
1902-05-18,11,1.57142857142857,0,2.07019667802706,7
1902-05-25,22,3.14285714285714,3,1.77281052085584,7
1902-06-01,9,1.28571428571429,2,1.25356634105602,7
1902-06-08,0,0,0,0,7
1902-06-15,0,0,0,0,7
1902-06-22,3,0.428571428571429,0,1.13389341902768,7
1902-06-29,5,0.714285714285714,0,1.25356634105602,7
1902-07-06,2,0.285714285714286,0,0.755928946018455,7
1902-07-13,0,0,0,0,7
1902-07-20,0,0,0,0,7
1902-07-27,0,0,0,0,7
1902-08-03,5,0.714285714285714,0,1.25356634105602,7
1902-08-10,7,1,0,1.29099444873581,7
1902-08-17,10,1.42857142857143,0,2.99205296617238,7
1902-08-24,5,0.714285714285714,0,1.25356634105602,7
1902-08-31,0,0,0,0,7
1902-09-07,0,0,0,0,7
1902-09-14,8,1.14285714285714,0,3.02371578407382,7
1902-09-21,31,4.42857142857143,3,3.20713490294909,7
1902-09-28,27,3.85714285714286,3,2.911389784311,7
1902-10-05,29,4.14285714285714,3,3.76069902316805,7
1902-10-12,17,2.42857142857143,2,2.69920623252731,7
1902-10-19,24,3.42857142857143,2,2.93582145558064,7
1902-10-26,36,5.14285714285714,7,3.02371578407382,7
1902-11-02,0,0,0,0,7
1902-11-09,10,1.42857142857143,0,2.69920623252731,7
1902-11-16,25,3.57142857142857,3,2.29906813420444,7
1902-11-23,10,1.42857142857143,2,1.39727626201154,7
1902-11-30,0,0,0,0,7
1902-12-07,0,0,0,0,7
1902-12-14,16,2.28571428571429,0,3.30223589477825,7
1902-12-21,0,0,0,0,7
1902-12-28,8,1.14285714285714,0,3.02371578407382,7
1903-01-04,26,3.71428571428571,3,2.6903708365382,7
1903-01-11,4,0.571428571428571,0,0.975900072948533,7
1903-01-18,35,5,7,2.82842712474619,7
1903-01-25,17,2.42857142857143,2,2.76026223736942,7
1903-02-01,23,3.28571428571429,3,2.21466970556828,7
1903-02-08,37,5.28571428571429,7,2.81154084173819,7
1903-02-15,30,4.28571428571429,3,3.03942350423485,7
1903-02-22,16,2.28571428571429,2,2.36038737740833,7
1903-03-01,15,2.14285714285714,2,2.54483604112141,7
1903-03-08,17,2.42857142857143,0,3.5523298860111,7
1903-03-15,5,0.714285714285714,0,1.25356634105602,7
1903-03-22,50,7.14285714285714,7,1.0690449676497,7
1903-03-29,28,4,5,2.23606797749979,7
1903-04-05,36,5.14285714285714,7,3.02371578407382,7
1903-04-12,22,3.14285714285714,2,3.18478525851542,7
1903-04-19,31,4.42857142857143,3,2.76026223736942,7
1903-04-26,39,5.57142857142857,7,2.63673679998231,7
1903-05-03,18,2.57142857142857,2,3.04724700110022,7
1903-05-10,14,2,2,1.73205080756888,7
1903-05-17,26,3.71428571428571,3,3.09377254681539,7
1903-05-24,26,3.71428571428571,2,2.62769136406122,7
1903-05-31,20,2.85714285714286,2,3.38765264987284,7
1903-06-07,11,1.57142857142857,2,1.51185789203691,7
1903-06-14,21,3,2,2.94392028877595,7
1903-06-21,41,5.85714285714286,7,2.03540097839643,7
1903-06-28,19,2.71428571428571,3,3.03942350423485,7
1903-07-05,40,5.71428571428571,7,2.56347977784662,7
1903-07-12,44,6.28571428571429,8,2.9277002188456,7
1903-07-19,33,4.71428571428571,3,2.81154084173819,7
1903-07-26,24,3.42857142857143,2,2.93582145558064,7
1903-08-02,40,5.71428571428571,7,3.30223589477825,7
1903-08-09,34,4.85714285714286,5,2.03540097839643,7
1903-08-16,31,4.42857142857143,3,2.29906813420444,7
1903-08-23,40,5.71428571428571,7,2.42997158517582,7
1903-08-30,16,2.28571428571429,0,3.19970236711092,7
1903-09-06,17,2.42857142857143,2,2.76026223736942,7
1903-09-13,23,3.28571428571429,2,3.40168025708304,7
1903-09-20,8,1.14285714285714,0,2.03540097839643,7
1903-09-27,22,3.14285714285714,3,2.41029537806548,7
1903-10-04,24,3.42857142857143,3,1.13389341902768,7
1903-10-11,23,3.28571428571429,3,2.1380899352994,7
1903-10-18,19,2.71428571428571,2,2.1380899352994,7
1903-10-25,44,6.28571428571429,7,2.1380899352994,7
1903-11-01,35,5,5,2.38047614284762,7
1903-11-08,40,5.71428571428571,7,2.42997158517582,7
1903-11-15,26,3.71428571428571,3,3.25137333621173,7
1903-11-22,29,4.14285714285714,5,1.86445447147161,7
1903-11-29,29,4.14285714285714,3,2.54483604112141,7
1903-12-06,31,4.42857142857143,5,2.14919697074224,7
1903-12-13,36,5.14285714285714,5,2.41029537806548,7
1903-12-20,33,4.71428571428571,5,2.62769136406122,7
1903-12-27,27,3.85714285714286,3,3.4364987719369,7
1904-01-03,34,4.85714285714286,5,2.19306265517513,7
1904-01-10,32,4.57142857142857,3,3.10145895008263,7
1904-01-17,24,3.42857142857143,3,2.37045304088641,7
1904-01-24,33,4.71428571428571,5,3.14718316987777,7
1904-01-31,22,3.14285714285714,3,2.911389784311,7
1904-02-07,30,4.28571428571429,3,2.42997158517582,7
1904-02-14,16,2.28571428571429,3,1.79947082168487,7
1904-02-21,30,4.28571428571429,3,2.9277002188456,7
1904-02-28,23,3.28571428571429,3,2.9277002188456,7
1904-03-06,28,4,5,3.16227766016838,7
1904-03-13,33,4.71428571428571,3,2.81154084173819,7
1904-03-20,30,4.28571428571429,5,2.49761791275112,7
1904-03-27,26,3.71428571428571,3,2.56347977784662,7
1904-04-03,31,4.42857142857143,5,3.15473944286703,7
1904-04-10,25,3.57142857142857,3,2.43975018237133,7
1904-04-17,35,5,5,2.70801280154532,7
1904-04-24,33,4.71428571428571,5,2.75162289775117,7
1904-05-01,32,4.57142857142857,3,2.93582145558064,7
1904-05-08,26,3.71428571428571,3,2.81154084173819,7
1904-05-15,22,3.14285714285714,3,1.77281052085584,7
1904-05-22,33,4.71428571428571,7,3.86066858261129,7
1904-05-29,28,4,3,3.1091263510296,7
1904-06-05,21,3,2,1.82574185835055,7
1904-06-12,32,4.57142857142857,3,2.50713268211204,7
1904-06-19,24,3.42857142857143,3,2.63673679998231,7
1904-06-26,29,4.14285714285714,3,2.19306265517513,7
1904-07-03,34,4.85714285714286,7,3.76069902316805,7
1904-07-10,29,4.14285714285714,3,3.02371578407382,7
1904-07-17,35,5,5,2.08166599946613,7
1904-07-24,34,4.85714285714286,7,3.13201593379149,7
1904-07-31,28,4,3,2.82842712474619,7
1904-08-07,40,5.71428571428571,7,2.56347977784662,7
1904-08-14,35,5,5,2.70801280154532,7
1904-08-21,46,6.57142857142857,8,2.29906813420444,7
1904-08-28,46,6.57142857142857,7,1.13389341902768,7
1904-09-04,17,2.42857142857143,2,3.04724700110022,7
1904-09-11,22,3.14285714285714,2,3.48466026218585,7
1904-09-18,32,4.57142857142857,3,3.35942171894424,7
1904-09-25,49,7,7,1,7
1904-10-02,26,3.71428571428571,3,3.14718316987777,7
1904-10-09,17,2.42857142857143,2,3.04724700110022,7
1904-10-16,40,5.71428571428571,7,2.21466970556828,7
1904-10-23,26,3.71428571428571,3,3.40168025708304,7
1904-10-30,20,2.85714285714286,3,2.54483604112141,7
1904-11-06,31,4.42857142857143,3,2.43975018237133,7
1904-11-13,37,5.28571428571429,7,2.49761791275112,7
1904-11-20,33,4.71428571428571,5,3.14718316987777,7
1904-11-27,41,5.85714285714286,7,2.19306265517513,7
1904-12-04,31,4.42857142857143,3,3.45722156541651,7
1904-12-11,39,5.57142857142857,7,2.29906813420444,7
1904-12-18,35,5,7,2.82842712474619,7
1904-12-25,35,5,5,2.38047614284762,7
1905-01-01,15,2.14285714285714,2,2.54483604112141,7
1905-01-08,19,2.71428571428571,3,3.03942350423485,7
1905-01-15,15,2.14285714285714,2,1.77281052085584,7
1905-01-22,37,5.28571428571429,7,3.25137333621173,7
1905-01-29,29,4.14285714285714,3,2.19306265517513,7
1905-02-05,44,6.28571428571429,7,2.1380899352994,7
1905-02-12,19,2.71428571428571,2,2.1380899352994,7
1905-02-19,26,3.71428571428571,3,2.81154084173819,7
1905-02-26,26,3.71428571428571,3,2.56347977784662,7
1905-03-05,35,5,7,2.82842712474619,7
1905-03-12,26,3.71428571428571,3,2.1380899352994,7
1905-03-19,35,5,5,2.76887462097269,7
1905-03-26,19,2.71428571428571,2,2.9277002188456,7
1905-04-02,24,3.42857142857143,3,2.14919697074224,7
1905-04-09,37,5.28571428571429,7,2.87020822207993,7
1905-04-16,36,5.14285714285714,7,3.38765264987284,7
1905-04-23,31,4.42857142857143,5,3.10145895008263,7
1905-04-30,13,1.85714285714286,2,1.95180014589707,7
1905-05-07,37,5.28571428571429,5,2.05866345916355,7
1905-05-14,34,4.85714285714286,5,2.26778683805536,7
1905-05-21,20,2.85714285714286,2,2.85356919363403,7
1905-05-28,38,5.42857142857143,7,2.99205296617238,7
1905-06-04,37,5.28571428571429,7,3.09377254681539,7
1905-06-11,38,5.42857142857143,7,2.29906813420444,7
1905-06-18,40,5.71428571428571,7,2.56347977784662,7
1905-06-25,30,4.28571428571429,3,3.30223589477825,7
1905-07-02,40,5.71428571428571,7,3.03942350423485,7
1905-07-09,27,3.85714285714286,3,3.4364987719369,7
1905-07-16,32,4.57142857142857,3,3.10145895008263,7
1905-07-23,15,2.14285714285714,2,2.54483604112141,7
1905-07-30,27,3.85714285714286,3,2.19306265517513,7
1905-08-06,26,3.71428571428571,3,3.14718316987777,7
1905-08-13,22,3.14285714285714,3,2.911389784311,7
1905-08-20,35,5,7,2.88675134594813,7
1905-08-27,48,6.85714285714286,8,2.19306265517513,7
1905-09-03,33,4.71428571428571,5,2.05866345916355,7
1905-09-10,12,1.71428571428571,0,2.62769136406122,7
1905-09-17,26,3.71428571428571,3,2.28868854108532,7
1905-09-24,26,3.71428571428571,2,2.36038737740833,7
1905-10-01,17,2.42857142857143,2,2.37045304088641,7
1905-10-08,29,4.14285714285714,5,2.911389784311,7
1905-10-15,36,5.14285714285714,5,2.911389784311,7
1905-10-22,33,4.71428571428571,5,2.21466970556828,7
1905-10-29,20,2.85714285714286,3,2.54483604112141,7
1905-11-05,29,4.14285714285714,3,2.34012616672488,7
1905-11-12,42,6,8,2.64575131106459,7
1905-11-19,42,6,7,2.16024689946929,7
1905-11-26,33,4.71428571428571,3,2.81154084173819,7
1905-12-03,42,6,7,2.3094010767585,7
1905-12-10,38,5.42857142857143,5,1.81265393434993,7
1905-12-17,28,4,3,2.76887462097269,7
1905-12-24,28,4,3,2.82842712474619,7
1905-12-31,45,6.42857142857143,8,2.37045304088641,7
1906-01-07,31,4.42857142857143,5,3.73528860362636,7
1906-01-14,27,3.85714285714286,2,2.85356919363403,7
1906-01-21,42,6,7,2.44948974278318,7
1906-01-28,25,3.57142857142857,2,3.45722156541651,7
1906-02-04,26,3.71428571428571,3,2.56347977784662,7
1906-02-11,29,4.14285714285714,2,2.85356919363403,7
1906-02-18,32,4.57142857142857,5,2.37045304088641,7
1906-02-25,37,5.28571428571429,7,3.09377254681539,7
1906-03-04,43,6.14285714285714,5,1.4638501094228,7
1906-03-11,39,5.57142857142857,7,2.93582145558064,7
1906-03-18,32,4.57142857142857,5,2.99205296617238,7
1906-03-25,33,4.71428571428571,5,2.21466970556828,7
1906-04-01,30,4.28571428571429,2,3.54562104171167,7
1906-04-08,40,5.71428571428571,7,3.30223589477825,7
1906-04-15,30,4.28571428571429,3,2.9277002188456,7
1906-04-22,26,3.71428571428571,2,2.62769136406122,7
1906-04-29,26,3.71428571428571,3,2.28868854108532,7
1906-05-06,34,4.85714285714286,5,2.41029537806548,7
1906-05-13,24,3.42857142857143,2,2.29906813420444,7
1906-05-20,33,4.71428571428571,5,3.14718316987777,7
1906-05-27,36,5.14285714285714,7,3.38765264987284,7
1906-06-03,36,5.14285714285714,5,2.26778683805536,7
1906-06-10,34,4.85714285714286,3,2.67261241912424,7
1906-06-17,35,5,5,2.76887462097269,7
1906-06-24,32,4.57142857142857,3,2.63673679998231,7
1906-07-01,26,3.71428571428571,3,2.81154084173819,7
1906-07-08,10,1.42857142857143,2,1.39727626201154,7
1906-07-15,25,3.57142857142857,3,2.8784916685157,7
1906-07-22,33,4.71428571428571,5,2.36038737740833,7
1906-07-29,31,4.42857142857143,3,2.29906813420444,7
1906-08-05,24,3.42857142857143,2,2.29906813420444,7
1906-08-12,34,4.85714285714286,3,2.67261241912424,7
1906-08-19,24,3.42857142857143,2,2.93582145558064,7
1906-08-26,35,5,5,2.70801280154532,7
1906-09-02,28,4,3,3.36650164612069,7
1906-09-09,37,5.28571428571429,5,2.21466970556828,7
1906-09-16,22,3.14285714285714,3,2.26778683805536,7
1906-09-23,22,3.14285714285714,3,1.77281052085584,7
1906-09-30,33,4.71428571428571,5,2.87020822207993,7
1906-10-07,28,4,3,2.08166599946613,7
1906-10-14,18,2.57142857142857,2,3.04724700110022,7
1906-10-21,22,3.14285714285714,2,3.48466026218585,7
1906-10-28,24,3.42857142857143,3,1.90237946242268,7
1906-11-04,38,5.42857142857143,7,3.73528860362636,7
1906-11-11,21,3,3,3.36650164612069,7
1906-11-18,29,4.14285714285714,3,2.54483604112141,7
1906-11-25,25,3.57142857142857,3,3.20713490294909,7
1906-12-02,21,3,2,3.21455025366432,7
1906-12-09,40,5.71428571428571,7,2.42997158517582,7
1906-12-16,24,3.42857142857143,2,2.69920623252731,7
1906-12-23,27,3.85714285714286,5,3.71611676478603,7
1906-12-30,28,4,5,2.70801280154532,7
1907-01-06,30,4.28571428571429,5,2.81154084173819,7
1907-01-13,40,5.71428571428571,7,2.05866345916355,7
1907-01-20,23,3.28571428571429,3,3.45032779671177,7
1907-01-27,24,3.42857142857143,3,2.63673679998231,7
1907-02-03,38,5.42857142857143,7,2.93582145558064,7
1907-02-10,39,5.57142857142857,7,2.76026223736942,7
1907-02-17,24,3.42857142857143,3,2.37045304088641,7
1907-02-24,45,6.42857142857143,7,2.22539456105675,7
1907-03-03,33,4.71428571428571,7,3.8606685826113,7
1907-03-10,44,6.28571428571429,7,2.28868854108532,7
1907-03-17,28,4,3,2.3094010767585,7
1907-03-24,36,5.14285714285714,5,2.54483604112141,7
1907-03-31,48,6.85714285714286,8,2.03540097839643,7
1907-04-07,29,4.14285714285714,3,2.85356919363403,7
1907-04-14,27,3.85714285714286,3,1.86445447147161,7
1907-04-21,39,5.57142857142857,8,3.04724700110022,7
1907-04-28,31,4.42857142857143,5,2.69920623252731,7
1907-05-05,27,3.85714285714286,3,3.02371578407382,7
1907-05-12,26,3.71428571428571,3,3.09377254681539,7
1907-05-19,27,3.85714285714286,3,2.911389784311,7
1907-05-26,36,5.14285714285714,7,3.13201593379149,7
1907-06-02,27,3.85714285714286,3,2.03540097839643,7
1907-06-09,41,5.85714285714286,8,3.38765264987284,7
1907-06-16,37,5.28571428571429,5,2.6903708365382,7
1907-06-23,25,3.57142857142857,3,2.8784916685157,7
1907-06-30,27,3.85714285714286,3,2.911389784311,7
1907-07-07,23,3.28571428571429,3,1.70433620649269,7
1907-07-14,33,4.71428571428571,3,2.81154084173819,7
1907-07-21,16,2.28571428571429,2,2.75162289775117,7
1907-07-28,29,4.14285714285714,3,3.13201593379149,7
1907-08-04,43,6.14285714285714,7,2.54483604112141,7
1907-08-11,37,5.28571428571429,7,2.49761791275112,7
1907-08-18,32,4.57142857142857,3,2.14919697074224,7
1907-08-25,35,5,7,2.82842712474619,7
1907-09-01,38,5.42857142857143,7,3.73528860362636,7
1907-09-08,28,4,5,2.23606797749979,7
1907-09-15,29,4.14285714285714,5,2.60950643025148,7
1907-09-22,24,3.42857142857143,3,2.37045304088641,7
1907-09-29,29,4.14285714285714,3,3.13201593379149,7
1907-10-06,33,4.71428571428571,3,2.81154084173819,7
1907-10-13,26,3.71428571428571,3,3.25137333621173,7
1907-10-20,31,4.42857142857143,3,2.76026223736942,7
1907-10-27,44,6.28571428571429,7,1.97604704011871,7
1907-11-03,34,4.85714285714286,7,3.38765264987284,7
1907-11-10,24,3.42857142857143,3,3.10145895008263,7
1907-11-17,38,5.42857142857143,7,2.99205296617238,7
1907-11-24,37,5.28571428571429,7,3.09377254681539,7
1907-12-01,25,3.57142857142857,3,2.8784916685157,7
1907-12-08,24,3.42857142857143,3,1.90237946242268,7
1907-12-15,27,3.85714285714286,3,3.4364987719369,7
1907-12-22,30,4.28571428571429,3,3.30223589477825,7
1907-12-29,27,3.85714285714286,5,2.96808419852332,7
1908-01-05,31,4.42857142857143,5,3.10145895008263,7
1908-01-12,32,4.57142857142857,5,2.99205296617238,7
1908-01-19,31,4.42857142857143,5,3.30943816264649,7
1908-01-26,23,3.28571428571429,3,2.1380899352994,7
1908-02-02,29,4.14285714285714,3,2.19306265517513,7
1908-02-09,36,5.14285714285714,7,2.96808419852332,7
1908-02-16,37,5.28571428571429,7,3.63841933236058,7
1908-02-23,32,4.57142857142857,3,2.63673679998231,7
1908-03-01,24,3.42857142857143,3,1.90237946242268,7
1908-03-08,22,3.14285714285714,2,2.73426232761059,7
1908-03-15,32,4.57142857142857,3,2.63673679998231,7
1908-03-22,38,5.42857142857143,7,2.99205296617238,7
1908-03-29,31,4.42857142857143,5,3.50509832753866,7
1908-04-05,24,3.42857142857143,2,2.29906813420444,7
1908-04-12,20,2.85714285714286,2,2.85356919363403,7
1908-04-19,20,2.85714285714286,2,1.86445447147161,7
1908-04-26,35,5,5,2.38047614284762,7
1908-05-03,43,6.14285714285714,8,2.85356919363403,7
1908-05-10,36,5.14285714285714,7,3.38765264987284,7
1908-05-17,19,2.71428571428571,2,2.13808993529939,7
1908-05-24,24,3.42857142857143,3,1.90237946242268,7
1908-05-31,35,5,7,3.2659863237109,7
1908-06-07,39,5.57142857142857,7,3.10145895008263,7
1908-06-14,35,5,7,3.2659863237109,7
1908-06-21,32,4.57142857142857,5,2.69920623252731,7
1908-06-28,23,3.28571428571429,2,2.42997158517582,7
1908-07-05,22,3.14285714285714,3,2.26778683805536,7
1908-07-12,24,3.42857142857143,2,2.93582145558064,7
1908-07-19,27,3.85714285714286,3,1.86445447147161,7
1908-07-26,27,3.85714285714286,3,2.54483604112141,7
1908-08-02,29,4.14285714285714,2,3.38765264987284,7
1908-08-09,26,3.71428571428571,3,2.81154084173819,7
1908-08-16,33,4.71428571428571,5,2.21466970556828,7
1908-08-23,29,4.14285714285714,3,2.54483604112141,7
1908-08-30,30,4.28571428571429,3,2.42997158517582,7
1908-09-06,37,5.28571428571429,5,2.21466970556828,7
1908-09-13,20,2.85714285714286,2,3.38765264987284,7
1908-09-20,31,4.42857142857143,5,1.98805959477601,7
1908-09-27,37,5.28571428571429,7,2.87020822207993,7
1908-10-04,29,4.14285714285714,2,3.38765264987284,7
1908-10-11,22,3.14285714285714,2,2.60950643025148,7
1908-10-18,32,4.57142857142857,7,3.50509832753866,7
1908-10-25,31,4.42857142857143,5,3.10145895008263,7
1908-11-01,33,4.71428571428571,5,2.9277002188456,7
1908-11-08,35,5,5,2.70801280154532,7
1908-11-15,29,4.14285714285714,5,2.34012616672488,7
1908-11-22,28,4,3,2.44948974278318,7
1908-11-29,32,4.57142857142857,5,2.99205296617238,7
1908-12-06,33,4.71428571428571,5,3.14718316987777,7
1908-12-13,21,3,3,1.73205080756888,7
1908-12-20,36,5.14285714285714,7,3.38765264987284,7
1908-12-27,33,4.71428571428571,7,3.25137333621173,7
1909-01-03,19,2.71428571428571,2,3.14718316987777,7
