"Weekly","Groups","Mean","Median","Sd","Count"
1891-11-01,49,7,8,1.29099444873581,7
1891-11-08,32,4.57142857142857,5,2.22539456105675,7
1891-11-15,52,7.42857142857143,7,3.73528860362636,7
1891-11-22,53,7.57142857142857,9,2.43975018237133,7
1891-11-29,25,3.57142857142857,3,1.2724180205607,7
1891-12-06,23,3.28571428571429,4,1.79947082168487,7
1891-12-13,24,3.42857142857143,4,2.07019667802706,7
1891-12-20,51,7.28571428571429,7,2.05866345916355,7
1891-12-27,75,10.7142857142857,9,4.07080195679286,7
1892-01-03,70,10,9,4,7
1892-01-10,49,7,6,5.13160143944688,7
1892-01-17,115,16.4285714285714,17,2.5727509827124,7
1892-01-24,67,9.57142857142857,10,2.93582145558064,7
1892-01-31,78,11.1428571428571,11,1.3451854182691,7
1892-02-07,101,14.4285714285714,13,4.1576092031015,7
1892-02-14,131,18.7142857142857,19,2.56347977784662,7
1892-02-21,52,7.42857142857143,7,3.73528860362636,7
1892-02-28,21,3,3,0.816496580927726,7
1892-03-06,40,5.71428571428571,5,2.1380899352994,7
1892-03-13,48,6.85714285714286,6,1.86445447147161,7
1892-03-20,91,13,13,2.58198889747161,7
1892-03-27,64,9.14285714285714,8,3.62530786869986,7
1892-04-03,44,6.28571428571429,7,1.60356745147455,7
1892-04-10,50,7.14285714285714,7,2.41029537806548,7
1892-04-17,108,15.4285714285714,14,6.67974906856894,7
1892-04-24,121,17.2857142857143,16,5.49891764241794,7
1892-05-01,85,12.1428571428571,13,2.34012616672488,7
1892-05-08,60,8.57142857142857,8,0.975900072948533,7
1892-05-15,73,10.4285714285714,11,1.39727626201154,7
1892-05-22,121,17.2857142857143,17,2.98408476836063,7
1892-05-29,118,16.8571428571429,18,3.71611676478603,7
1892-06-05,56,8,8,2.3094010767585,7
1892-06-12,81,11.5714285714286,12,2.29906813420444,7
1892-06-19,128,18.2857142857143,19,1.97604704011871,7
1892-06-26,56,8,8,3.87298334620742,7
1892-07-03,90,12.8571428571429,11,5.30498417932204,7
1892-07-10,97,13.8571428571429,13,3.97611918955202,7
1892-07-17,72,10.2857142857143,10,5.12231346542705,7
1892-07-24,98,14,15,2.64575131106459,7
1892-07-31,133,19,20,3.05505046330389,7
1892-08-07,115,16.4285714285714,17,3.64495737776374,7
1892-08-14,138,19.7142857142857,19,3.45032779671177,7
1892-08-21,103,14.7142857142857,13,6.26403186758299,7
1892-08-28,69,9.85714285714286,10,1.4638501094228,7
1892-09-04,51,7.28571428571429,9,3.14718316987777,7
1892-09-11,70,10,11,2.16024689946929,7
1892-09-18,66,9.42857142857143,10,1.2724180205607,7
1892-09-25,106,15.1428571428571,16,1.95180014589707,7
1892-10-02,119,17,17,3.87298334620742,7
1892-10-09,61,8.71428571428571,10,2.98408476836063,7
1892-10-16,70,10,10,3.1091263510296,7
1892-10-23,56,8,8,4.39696865275764,7
1892-10-30,102,14.5714285714286,15,0.786795792469443,7
1892-11-06,52,7.42857142857143,8,1.2724180205607,7
1892-11-13,56,8,8,1.4142135623731,7
1892-11-20,71,10.1428571428571,10,2.26778683805536,7
1892-11-27,119,17,17,2.76887462097269,7
1892-12-04,137,19.5714285714286,19,4.3915503282684,7
1892-12-11,66,9.42857142857143,8,4.75594865605671,7
1892-12-18,40,5.71428571428571,5,4.23140188409963,7
1892-12-25,93,13.2857142857143,13,1.49602648308619,7
1893-01-01,98,14,14,3,7
1893-01-08,37,5.28571428571429,5,1.60356745147455,7
1893-01-15,62,8.85714285714286,10,2.79455252402309,7
1893-01-22,124,17.7142857142857,19,5.70713838726805,7
1893-01-29,108,15.4285714285714,16,5.56348640264187,7
1893-02-05,63,9,9,2.51661147842358,7
1893-02-12,94,13.4285714285714,15,2.37045304088641,7
1893-02-19,80,11.4285714285714,12,0.786795792469443,7
1893-02-26,90,12.8571428571429,14,2.41029537806548,7
1893-03-05,65,9.28571428571429,9,1.88982236504614,7
1893-03-12,43,6.14285714285714,6,1.21498579258791,7
1893-03-19,79,11.2857142857143,11,2.21466970556828,7
1893-03-26,103,14.7142857142857,16,4.60848079502294,7
1893-04-02,67,9.57142857142857,9,1.81265393434993,7
1893-04-09,101,14.4285714285714,14,1.71824938596845,7
1893-04-16,87,12.4285714285714,13,3.30943816264649,7
1893-04-23,140,20,19,2.51661147842358,7
1893-04-30,139,19.8571428571429,21,3.62530786869986,7
1893-05-07,85,12.1428571428571,12,1.21498579258791,7
1893-05-14,60,8.57142857142857,8,2.69920623252731,7
1893-05-21,89,12.7142857142857,12,5.64843003893665,7
1893-05-28,120,17.1428571428571,18,3.13201593379149,7
1893-06-04,152,21.7142857142857,21,3.72890894294322,7
1893-06-11,94,13.4285714285714,13,1.98805959477601,7
1893-06-18,68,9.71428571428571,10,2.6903708365382,7
1893-06-25,87,12.4285714285714,13,2.43975018237133,7
1893-07-02,99,14.1428571428571,14,6.22972903178973,7
1893-07-09,182,26,29,6.45497224367903,7
1893-07-16,81,11.5714285714286,11,2.50713268211203,7
1893-07-23,59,8.42857142857143,9,1.71824938596845,7
1893-07-30,96,13.7142857142857,12,7.34198623703163,7
1893-08-06,218,31.1428571428571,31,4.74090608177282,7
1893-08-13,124,17.7142857142857,17,4.99046710286341,7
1893-08-20,173,24.7142857142857,27,5.12231346542705,7
1893-08-27,85,12.1428571428571,12,2.03540097839643,7
1893-09-03,109,15.5714285714286,16,1.61834718742537,7
1893-09-10,77,11,12,1.82574185835055,7
1893-09-17,71,10.1428571428571,10,2.19306265517513,7
1893-09-24,93,13.2857142857143,11,2.87020822207993,7
1893-10-01,76,10.8571428571429,11,1.4638501094228,7
1893-10-08,73,10.4285714285714,10,0.975900072948533,7
1893-10-15,107,15.2857142857143,15,2.6903708365382,7
1893-10-22,118,16.8571428571429,18,2.79455252402309,7
1893-10-29,49,7,7,2.38047614284762,7
1893-11-05,66,9.42857142857143,9,4.68533680244878,7
1893-11-12,134,19.1428571428571,19,2.41029537806548,7
1893-11-19,98,14,14,3.82970843102535,7
1893-11-26,63,9,9,1.4142135623731,7
1893-12-03,54,7.71428571428571,8,3.54562104171167,7
1893-12-10,62,8.85714285714286,9,2.96808419852332,7
1893-12-17,129,18.4285714285714,16,5.47287684425485,7
1893-12-24,178,25.4285714285714,25,2.8784916685157,7
1893-12-31,102,14.5714285714286,11,7.7643875666864,7
1894-01-07,68,9.71428571428571,10,2.42997158517582,7
1894-01-14,120,17.1428571428571,16,2.54483604112141,7
1894-01-21,117,16.7142857142857,16,4.46147530585589,7
1894-01-28,62,8.85714285714286,8,3.28778402720188,7
1894-02-04,91,13,13,2.51661147842358,7
1894-02-11,91,13,12,2.51661147842358,7
1894-02-18,119,17,16,3.46410161513775,7
1894-02-25,79,11.2857142857143,12,4.53557367611073,7
1894-03-04,57,8.14285714285714,8,2.19306265517513,7
1894-03-11,67,9.57142857142857,11,3.5523298860111,7
1894-03-18,30,4.28571428571429,4,1.25356634105602,7
1894-03-25,81,11.5714285714286,13,4.57737708217063,7
1894-04-01,117,16.7142857142857,17,1.88982236504614,7
1894-04-08,92,13.1428571428571,12,2.85356919363403,7
1894-04-15,45,6.42857142857143,6,2.37045304088641,7
1894-04-22,108,15.4285714285714,16,2.43975018237133,7
1894-04-29,110,15.7142857142857,16,1.38013111868471,7
1894-05-06,96,13.7142857142857,13,2.21466970556828,7
1894-05-13,146,20.8571428571429,21,5.78586125621679,7
1894-05-20,121,17.2857142857143,17,5.79408565447807,7
1894-05-27,90,12.8571428571429,13,2.03540097839643,7
1894-06-03,119,17,18,1.82574185835055,7
1894-06-10,143,20.4285714285714,20,3.50509832753866,7
1894-06-17,128,18.2857142857143,18,4.46147530585589,7
1894-06-24,69,9.85714285714286,10,1.95180014589707,7
1894-07-01,114,16.2857142857143,15,4.19182878603463,7
1894-07-08,152,21.7142857142857,21,2.75162289775117,7
1894-07-15,148,21.1428571428571,21,3.33809184158512,7
1894-07-22,96,13.7142857142857,12,4.23140188409963,7
1894-07-29,83,11.8571428571429,9,4.4131837120372,7
1894-08-05,99,14.1428571428571,14,1.77281052085584,7
1894-08-12,93,13.2857142857143,12,2.9277002188456,7
1894-08-19,60,8.57142857142857,10,4.85994317035165,7
1894-08-26,47,6.71428571428571,7,1.60356745147455,7
1894-09-02,71,10.1428571428571,9,3.13201593379149,7
1894-09-09,123,17.5714285714286,18,2.07019667802706,7
1894-09-16,63,9,8,3.95811402901264,7
1894-09-23,43,6.14285714285714,5,2.47847879612821,7
1894-09-30,94,13.4285714285714,11,4.68533680244878,7
1894-10-07,142,20.2857142857143,23,4.02965199962667,7
1894-10-14,53,7.57142857142857,7,4.8255273583013,7
1894-10-21,57,8.14285714285714,8,1.3451854182691,7
1894-10-28,61,8.71428571428571,9,2.05866345916355,7
1894-11-04,83,11.8571428571429,11,1.95180014589707,7
1894-11-11,53,7.57142857142857,9,3.5523298860111,7
1894-11-18,59,8.42857142857143,8,1.61834718742537,7
1894-11-25,65,9.28571428571429,9,2.81154084173819,7
1894-12-02,102,14.5714285714286,14,2.22539456105675,7
1894-12-09,45,6.42857142857143,6,1.51185789203691,7
1894-12-16,53,7.57142857142857,8,2.22539456105675,7
1894-12-23,63,9,9,1.63299316185545,7
1894-12-30,63,9,8,3,7
1895-01-06,65,9.28571428571429,10,2.36038737740833,7
1895-01-13,38,5.42857142857143,5,2.07019667802706,7
1895-01-20,74,10.5714285714286,11,3.10145895008263,7
1895-01-27,126,18,18,2.23606797749979,7
1895-02-03,69,9.85714285714286,10,3.18478525851542,7
1895-02-10,45,6.42857142857143,6,0.534522483824849,7
1895-02-17,74,10.5714285714286,10,1.13389341902768,7
1895-02-24,109,15.5714285714286,15,2.63673679998231,7
1895-03-03,69,9.85714285714286,10,1.21498579258791,7
1895-03-10,76,10.8571428571429,12,2.26778683805536,7
1895-03-17,66,9.42857142857143,10,1.13389341902768,7
1895-03-24,53,7.57142857142857,8,0.534522483824849,7
1895-03-31,77,11,11,1.63299316185545,7
1895-04-07,83,11.8571428571429,13,2.11570094204981,7
1895-04-14,61,8.71428571428571,8,1.38013111868471,7
1895-04-21,113,16.1428571428571,16,3.4364987719369,7
1895-04-28,84,12,13,4.16333199893227,7
1895-05-05,35,5,5,1.4142135623731,7
1895-05-12,54,7.71428571428571,7,2.28868854108532,7
1895-05-19,107,15.2857142857143,12,6.9693205243717,7
1895-05-26,110,15.7142857142857,16,4.92322000707822,7
1895-06-02,79,11.2857142857143,12,1.79947082168487,7
1895-06-09,86,12.2857142857143,11,2.62769136406122,7
1895-06-16,85,12.1428571428571,12,3.38765264987284,7
1895-06-23,73,10.4285714285714,11,1.71824938596845,7
1895-06-30,58,8.28571428571429,8,1.38013111868471,7
1895-07-07,91,13,13,1.82574185835055,7
1895-07-14,48,6.85714285714286,7,3.53216512583861,7
1895-07-21,23,3.28571428571429,4,1.79947082168487,7
1895-07-28,64,9.14285714285714,7,4.77593172161452,7
1895-08-04,132,18.8571428571429,18,2.85356919363403,7
1895-08-11,73,10.4285714285714,10,2.37045304088641,7
1895-08-18,55,7.85714285714286,9,2.03540097839643,7
1895-08-25,45,6.42857142857143,6,1.13389341902768,7
1895-09-01,52,7.42857142857143,8,0.975900072948533,7
1895-09-08,49,7,8,2.23606797749979,7
1895-09-15,59,8.42857142857143,7,1.98805959477601,7
1895-09-22,80,11.4285714285714,9,4.35343323738644,7
1895-09-29,128,18.2857142857143,19,2.9277002188456,7
1895-10-06,56,8,8,4.89897948556636,7
1895-10-13,28,4,4,1.73205080756888,7
1895-10-20,77,11,11,4.54606056566195,7
1895-10-27,117,16.7142857142857,16,1.38013111868471,7
1895-11-03,62,8.85714285714286,8,4.56174569759471,7
1895-11-10,29,4.14285714285714,2,4.52506248312556,7
1895-11-17,58,8.28571428571429,8,1.49602648308619,7
1895-11-24,43,6.14285714285714,7,1.95180014589707,7
1895-12-01,48,6.85714285714286,8,2.67261241912424,7
1895-12-08,108,15.4285714285714,16,2.22539456105675,7
1895-12-15,83,11.8571428571429,11,1.95180014589707,7
1895-12-22,90,12.8571428571429,12,2.19306265517513,7
1895-12-29,47,6.71428571428571,7,1.49602648308619,7
1896-01-05,32,4.57142857142857,5,3.30943816264649,7
1896-01-12,15,2.14285714285714,2,1.3451854182691,7
1896-01-19,21,3,3,0.577350269189626,7
1896-01-26,54,7.71428571428571,8,1.38013111868471,7
1896-02-02,60,8.57142857142857,9,0.975900072948533,7
1896-02-09,42,6,5,2,7
1896-02-16,46,6.57142857142857,5,4.96175852083187,7
1896-02-23,109,15.5714285714286,15,2.63673679998231,7
1896-03-01,88,12.5714285714286,12,3.15473944286703,7
1896-03-08,34,4.85714285714286,5,1.86445447147161,7
1896-03-15,35,5,5,2.58198889747161,7
1896-03-22,64,9.14285714285714,10,2.96808419852332,7
1896-03-29,98,14,15,4.28174419288838,7
1896-04-05,69,9.85714285714286,9,2.85356919363403,7
1896-04-12,8,1.14285714285714,1,1.21498579258791,7
1896-04-19,37,5.28571428571429,6,1.60356745147455,7
1896-04-26,36,5.14285714285714,5,1.57359158493889,7
1896-05-03,28,4,4,0.816496580927726,7
1896-05-10,18,2.57142857142857,3,1.39727626201154,7
1896-05-17,20,2.85714285714286,2,1.0690449676497,7
1896-05-24,46,6.57142857142857,7,4.0355562548073,7
1896-05-31,52,7.42857142857143,8,2.37045304088641,7
1896-06-07,61,8.71428571428571,10,4.71572849495126,7
1896-06-14,47,6.71428571428571,8,3.54562104171167,7
1896-06-21,65,9.28571428571429,10,2.9277002188456,7
1896-06-28,36,5.14285714285714,5,0.899735410842437,7
1896-07-05,46,6.57142857142857,6,0.786795792469443,7
1896-07-12,69,9.85714285714286,10,2.60950643025148,7
1896-07-19,67,9.57142857142857,9,3.10145895008263,7
1896-07-26,18,2.57142857142857,3,1.39727626201154,7
1896-08-02,11,1.57142857142857,2,1.2724180205607,7
1896-08-09,22,3.14285714285714,3,0.899735410842437,7
1896-08-16,45,6.42857142857143,6,0.786795792469443,7
1896-08-23,32,4.57142857142857,5,0.975900072948533,7
1896-08-30,40,5.71428571428571,4,2.87020822207993,7
1896-09-06,75,10.7142857142857,12,5.28249580262606,7
1896-09-13,119,17,17,1.91485421551268,7
1896-09-20,64,9.14285714285714,9,4.56174569759471,7
1896-09-27,20,2.85714285714286,2,1.0690449676497,7
1896-10-04,10,1.42857142857143,1,0.975900072948533,7
1896-10-11,29,4.14285714285714,4,1.3451854182691,7
1896-10-18,60,8.57142857142857,8,1.51185789203691,7
1896-10-25,30,4.28571428571429,4,1.49602648308619,7
1896-11-01,29,4.14285714285714,4,1.3451854182691,7
1896-11-08,82,11.7142857142857,12,2.98408476836063,7
1896-11-15,34,4.85714285714286,5,2.47847879612821,7
1896-11-22,25,3.57142857142857,4,0.786795792469443,7
1896-11-29,41,5.85714285714286,5,2.34012616672488,7
1896-12-06,53,7.57142857142857,8,1.98805959477601,7
1896-12-13,38,5.42857142857143,6,2.50713268211204,7
1896-12-20,47,6.71428571428571,6,1.79947082168487,7
1896-12-27,50,7.14285714285714,7,1.3451854182691,7
1897-01-03,56,8,8,2.08166599946613,7
1897-01-10,48,6.85714285714286,7,1.3451854182691,7
1897-01-17,48,6.85714285714286,7,0.899735410842437,7
1897-01-24,22,3.14285714285714,3,1.3451854182691,7
1897-01-31,68,9.71428571428571,9,1.60356745147455,7
1897-02-07,23,3.28571428571429,3,1.97604704011871,7
1897-02-14,9,1.28571428571429,1,0.487950036474267,7
1897-02-21,26,3.71428571428571,4,2.42997158517582,7
1897-02-28,54,7.71428571428571,7,0.951189731211342,7
1897-03-07,34,4.85714285714286,5,2.19306265517513,7
1897-03-14,24,3.42857142857143,3,1.98805959477601,7
1897-03-21,14,2,2,1.15470053837925,7
1897-03-28,39,5.57142857142857,5,0.975900072948533,7
1897-04-04,71,10.1428571428571,11,2.96808419852332,7
1897-04-11,34,4.85714285714286,4,3.4364987719369,7
1897-04-18,11,1.57142857142857,1,1.39727626201154,7
1897-04-25,16,2.28571428571429,2,1.79947082168487,7
1897-05-02,45,6.42857142857143,5,1.81265393434993,7
1897-05-09,9,1.28571428571429,1,1.38013111868471,7
1897-05-16,10,1.42857142857143,1,1.61834718742537,7
1897-05-23,20,2.85714285714286,3,1.0690449676497,7
1897-05-30,15,2.14285714285714,2,0.377964473009227,7
1897-06-06,3,0.428571428571429,0,0.534522483824849,7
1897-06-13,10,1.42857142857143,1,1.2724180205607,7
1897-06-20,15,2.14285714285714,2,0.899735410842437,7
1897-06-27,21,3,3,1.29099444873581,7
1897-07-04,26,3.71428571428571,4,1.70433620649269,7
1897-07-11,29,4.14285714285714,3,1.4638501094228,7
1897-07-18,28,4,4,1.4142135623731,7
1897-07-25,34,4.85714285714286,5,0.690065559342354,7
1897-08-01,25,3.57142857142857,3,1.13389341902768,7
1897-08-08,40,5.71428571428571,6,1.11269728052837,7
1897-08-15,11,1.57142857142857,1,0.786795792469443,7
1897-08-22,16,2.28571428571429,2,0.755928946018455,7
1897-08-29,41,5.85714285714286,5,3.62530786869986,7
1897-09-05,80,11.4285714285714,12,2.63673679998231,7
1897-09-12,25,3.57142857142857,5,2.50713268211203,7
1897-09-19,56,8,7,1.29099444873581,7
1897-09-26,44,6.28571428571429,6,1.49602648308619,7
1897-10-03,27,3.85714285714286,3,2.03540097839643,7
1897-10-10,13,1.85714285714286,2,0.899735410842437,7
1897-10-17,9,1.28571428571429,1,0.951189731211342,7
1897-10-24,1,0.142857142857143,0,0.377964473009227,7
1897-10-31,9,1.28571428571429,1,0.487950036474267,7
1897-11-07,5,0.714285714285714,1,0.755928946018454,7
1897-11-14,7,1,1,1,7
1897-11-21,6,0.857142857142857,1,0.899735410842437,7
1897-11-28,28,4,4,2.23606797749979,7
1897-12-05,63,9,9,1.4142135623731,7
1897-12-12,54,7.71428571428571,8,1.25356634105602,7
1897-12-19,9,1.28571428571429,1,1.25356634105602,7
1897-12-26,19,2.71428571428571,3,1.11269728052837,7
1898-01-02,28,4,4,1.15470053837925,7
1898-01-09,20,2.85714285714286,3,0.899735410842437,7
1898-01-16,56,8,8,1.52752523165195,7
1898-01-23,35,5,4,2.94392028877595,7
1898-01-30,7,1,0,1.4142135623731,7
1898-02-06,47,6.71428571428571,7,1.79947082168487,7
1898-02-13,75,10.7142857142857,11,2.21466970556828,7
1898-02-20,23,3.28571428571429,2,1.88982236504614,7
1898-02-27,33,4.71428571428571,3,2.62769136406122,7
1898-03-06,85,12.1428571428571,13,2.79455252402309,7
1898-03-13,65,9.28571428571429,10,5.18698003705064,7
1898-03-20,5,0.714285714285714,0,1.11269728052837,7
1898-03-27,8,1.14285714285714,1,0.690065559342354,7
1898-04-03,22,3.14285714285714,4,1.4638501094228,7
1898-04-10,14,2,2,2.08166599946613,7
1898-04-17,0,0,0,0,7
1898-04-24,24,3.42857142857143,3,2.22539456105675,7
1898-05-01,25,3.57142857142857,4,1.98805959477601,7
1898-05-08,35,5,5,1.82574185835055,7
1898-05-15,24,3.42857142857143,3,1.2724180205607,7
1898-05-22,24,3.42857142857143,4,1.13389341902768,7
1898-05-29,31,4.42857142857143,4,2.29906813420444,7
1898-06-05,14,2,2,1.4142135623731,7
1898-06-12,20,2.85714285714286,3,1.57359158493889,7
1898-06-19,20,2.85714285714286,2,1.95180014589707,7
1898-06-26,27,3.85714285714286,4,2.41029537806548,7
1898-07-03,0,0,0,0,7
1898-07-10,5,0.714285714285714,1,0.755928946018454,7
1898-07-17,10,1.42857142857143,1,0.786795792469443,7
1898-07-24,12,1.71428571428571,2,0.755928946018455,7
1898-07-31,63,9,9,0.816496580927726,7
1898-08-07,49,7,7,1.15470053837925,7
1898-08-14,24,3.42857142857143,4,2.43975018237133,7
1898-08-21,12,1.71428571428571,2,1.11269728052837,7
1898-08-28,15,2.14285714285714,2,1.0690449676497,7
1898-09-04,49,7,8,2.64575131106459,7
1898-09-11,61,8.71428571428571,9,2.1380899352994,7
1898-09-18,21,3,3,1.63299316185545,7
1898-09-25,30,4.28571428571429,5,2.62769136406122,7
1898-10-02,56,8,8,2.16024689946929,7
1898-10-09,26,3.71428571428571,3,1.11269728052837,7
1898-10-16,16,2.28571428571429,2,1.60356745147455,7
1898-10-23,45,6.42857142857143,5,3.15473944286703,7
1898-10-30,63,9,10,2.08166599946613,7
1898-11-06,56,8,8,2.44948974278318,7
1898-11-13,15,2.14285714285714,2,0.899735410842437,7
1898-11-20,10,1.42857142857143,1,0.534522483824849,7
1898-11-27,20,2.85714285714286,3,0.899735410842437,7
1898-12-04,23,3.28571428571429,3,0.487950036474267,7
1898-12-11,6,0.857142857142857,1,0.377964473009227,7
1898-12-18,7,1,1,0.816496580927726,7
1898-12-25,9,1.28571428571429,0,1.70433620649269,7
1899-01-01,33,4.71428571428571,5,2.49761791275112,7
1899-01-08,27,3.85714285714286,3,1.95180014589707,7
1899-01-15,8,1.14285714285714,1,0.899735410842437,7
1899-01-22,11,1.57142857142857,2,0.786795792469443,7
1899-01-29,21,3,3,1,7
1899-02-05,15,2.14285714285714,2,0.899735410842437,7
1899-02-12,1,0.142857142857143,0,0.377964473009227,7
1899-02-19,4,0.571428571428571,1,0.534522483824849,7
1899-02-26,12,1.71428571428571,2,1.49602648308619,7
1899-03-05,4,0.571428571428571,0,0.786795792469443,7
1899-03-12,19,2.71428571428571,2,1.88982236504614,7
1899-03-19,37,5.28571428571429,6,2.28868854108532,7
1899-03-26,14,2,2,1.15470053837925,7
1899-04-02,9,1.28571428571429,1,0.755928946018455,7
1899-04-09,18,2.57142857142857,2,1.13389341902768,7
1899-04-16,13,1.85714285714286,2,0.377964473009227,7
1899-04-23,14,2,2,0.816496580927726,7
1899-04-30,6,0.857142857142857,1,0.377964473009227,7
1899-05-07,2,0.285714285714286,0,0.487950036474267,7
1899-05-14,11,1.57142857142857,2,1.39727626201154,7
1899-05-21,9,1.28571428571429,1,0.487950036474267,7
1899-05-28,6,0.857142857142857,1,0.377964473009227,7
1899-06-04,17,2.42857142857143,2,0.975900072948533,7
1899-06-11,33,4.71428571428571,5,0.755928946018455,7
1899-06-18,11,1.57142857142857,1,1.51185789203691,7
1899-06-25,31,4.42857142857143,4,1.71824938596845,7
1899-07-02,23,3.28571428571429,4,0.951189731211342,7
1899-07-09,22,3.14285714285714,3,0.690065559342354,7
1899-07-16,2,0.285714285714286,0,0.755928946018455,7
1899-07-23,8,1.14285714285714,1,1.21498579258791,7
1899-07-30,3,0.428571428571429,0,0.786795792469443,7
1899-08-06,0,0,0,0,7
1899-08-13,0,0,0,0,7
1899-08-20,4,0.571428571428571,0,1.13389341902768,7
1899-08-27,8,1.14285714285714,1,1.21498579258791,7
1899-09-03,3,0.428571428571429,0,0.534522483824849,7
1899-09-10,3,0.428571428571429,0,0.786795792469443,7
1899-09-17,6,0.857142857142857,1,0.377964473009227,7
1899-09-24,23,3.28571428571429,4,2.28868854108532,7
1899-10-01,3,0.428571428571429,0,0.786795792469443,7
1899-10-08,5,0.714285714285714,1,0.755928946018454,7
1899-10-15,0,0,0,0,7
1899-10-22,40,5.71428571428571,6,4.19182878603463,7
1899-10-29,17,2.42857142857143,1,2.8784916685157,7
1899-11-05,2,0.285714285714286,0,0.755928946018455,7
1899-11-12,17,2.42857142857143,3,1.13389341902768,7
1899-11-19,7,1,1,1.15470053837925,7
1899-11-26,6,0.857142857142857,1,0.377964473009227,7
1899-12-03,12,1.71428571428571,2,0.487950036474267,7
1899-12-10,19,2.71428571428571,2,1.97604704011871,7
1899-12-17,11,1.57142857142857,0,1.98805959477601,7
1899-12-24,3,0.428571428571429,0,0.534522483824849,7
1899-12-31,3,0.428571428571429,0,0.534522483824849,7
1900-01-07,7,1,0,1.91485421551268,7
1900-01-14,14,2,2,1.15470053837925,7
1900-01-21,10,1.42857142857143,1,1.39727626201154,7
1900-01-28,11,1.57142857142857,1,0.786795792469443,7
1900-02-04,47,6.71428571428571,7,1.11269728052837,7
1900-02-11,10,1.42857142857143,1,1.51185789203691,7
1900-02-18,0,0,0,0,7
1900-02-25,3,0.428571428571429,0,0.786795792469443,7
1900-03-04,21,3,2,1.82574185835055,7
1900-03-11,1,0.142857142857143,0,0.377964473009227,7
1900-03-18,0,0,0,0,7
1900-03-25,14,2,1,1.4142135623731,7
1900-04-01,11,1.57142857142857,2,0.534522483824849,7
1900-04-08,7,1,1,0,7
1900-04-15,4,0.571428571428571,1,0.534522483824849,7
1900-04-22,29,4.14285714285714,5,2.54483604112141,7
1900-04-29,52,7.42857142857143,8,1.98805959477601,7
1900-05-06,5,0.714285714285714,0,1.49602648308619,7
1900-05-13,2,0.285714285714286,0,0.487950036474267,7
1900-05-20,11,1.57142857142857,2,0.786795792469443,7
1900-05-27,23,3.28571428571429,4,0.951189731211342,7
1900-06-03,2,0.285714285714286,0,0.755928946018455,7
1900-06-10,3,0.428571428571429,0,0.786795792469443,7
1900-06-17,27,3.85714285714286,4,1.21498579258791,7
1900-06-24,15,2.14285714285714,2,1.57359158493889,7
1900-07-01,5,0.714285714285714,1,0.755928946018454,7
1900-07-08,1,0.142857142857143,0,0.377964473009227,7
1900-07-15,21,3,3,1,7
1900-07-22,10,1.42857142857143,1,1.39727626201154,7
1900-07-29,0,0,0,0,7
1900-08-05,10,1.42857142857143,1,1.61834718742537,7
1900-08-12,8,1.14285714285714,0,1.67616341969505,7
1900-08-19,0,0,0,0,7
1900-08-26,2,0.285714285714286,0,0.487950036474267,7
1900-09-02,19,2.71428571428571,3,0.755928946018455,7
1900-09-09,11,1.57142857142857,1,1.13389341902768,7
1900-09-16,1,0.142857142857143,0,0.377964473009227,7
1900-09-23,2,0.285714285714286,0,0.487950036474267,7
1900-09-30,1,0.142857142857143,0,0.377964473009227,7
1900-10-07,12,1.71428571428571,2,0.755928946018455,7
1900-10-14,16,2.28571428571429,2,2.05866345916355,7
1900-10-21,25,3.57142857142857,4,1.98805959477601,7
1900-10-28,7,1,1,1,7
1900-11-04,0,0,0,0,7
1900-11-11,6,0.857142857142857,1,0.690065559342354,7
1900-11-18,10,1.42857142857143,1,0.786795792469443,7
1900-11-25,0,0,0,0,7
1900-12-02,0,0,0,0,7
1900-12-09,0,0,0,0,7
1900-12-16,0,0,0,0,7
1900-12-23,1,0.142857142857143,0,0.377964473009227,7
1900-12-30,0,0,0,0,7
1901-01-06,0,0,0,0,7
1901-01-13,1,0.142857142857143,0,0.377964473009227,7
1901-01-20,0,0,0,0,7
1901-01-27,0,0,0,0,7
1901-02-03,8,1.14285714285714,1,0.377964473009227,7
1901-02-10,1,0.142857142857143,0,0.377964473009227,7
1901-02-17,0,0,0,0,7
1901-02-24,0,0,0,0,7
1901-03-03,19,2.71428571428571,3,0.951189731211342,7
1901-03-10,2,0.285714285714286,0,0.755928946018455,7
1901-03-17,0,0,0,0,7
1901-03-24,0,0,0,0,7
1901-03-31,0,0,0,0,7
1901-04-07,0,0,0,0,7
1901-04-14,0,0,0,0,7
1901-04-21,0,0,0,0,7
1901-04-28,0,0,0,0,7
1901-05-05,0,0,0,0,7
1901-05-12,0,0,0,0,7
1901-05-19,30,4.28571428571429,4,1.88982236504614,7
1901-05-26,17,2.42857142857143,3,1.51185789203691,7
1901-06-02,3,0.428571428571429,0,0.786795792469443,7
1901-06-09,2,0.285714285714286,0,0.487950036474267,7
1901-06-16,8,1.14285714285714,1,0.377964473009227,7
1901-06-23,9,1.28571428571429,2,1.25356634105602,7
1901-06-30,0,0,0,0,7
1901-07-07,0,0,0,0,7
1901-07-14,0,0,0,0,7
1901-07-21,3,0.428571428571429,0,0.534522483824849,7
1901-07-28,2,0.285714285714286,0,0.487950036474267,7
1901-08-04,0,0,0,0,7
1901-08-11,0,0,0,0,7
1901-08-18,1,0.142857142857143,0,0.377964473009227,7
1901-08-25,1,0.142857142857143,0,0.377964473009227,7
1901-09-01,0,0,0,0,7
