"Weekly","Groups","Mean","Median","Sd","Count"
1851-12-21,127,18.1428571428571,18,2.41029537806548,7
1851-12-28,111,15.8571428571429,15,3.57903950935496,7
1852-01-04,87,12.4285714285714,13,1.98805959477601,7
1852-01-11,99,14.1428571428571,13,2.03540097839643,7
1852-01-18,112,16,15,5.06622805119022,7
1852-01-25,49,7,6,3.2659863237109,7
1852-02-01,40,5.71428571428571,4,3.45032779671177,7
1852-02-08,82,11.7142857142857,11,3.40168025708304,7
1852-02-15,149,21.2857142857143,22,4.46147530585589,7
1852-02-22,76,10.8571428571429,10,5.66946709513841,7
1852-02-29,41,5.85714285714286,6,1.77281052085584,7
1852-03-07,88,12.5714285714286,13,3.20713490294909,7
1852-03-14,106,15.1428571428571,15,2.26778683805536,7
1852-03-21,74,10.5714285714286,11,2.37045304088641,7
1852-03-28,82,11.7142857142857,12,1.60356745147455,7
1852-04-04,127,18.1428571428571,21,4.25944329025016,7
1852-04-11,85,12.1428571428571,12,3.62530786869986,7
1852-04-18,43,6.14285714285714,7,2.85356919363403,7
1852-04-25,79,11.2857142857143,10,3.40168025708304,7
1852-05-02,93,13.2857142857143,12,2.28868854108532,7
1852-05-09,57,8.14285714285714,8,1.4638501094228,7
1852-05-16,40,5.71428571428571,6,0.755928946018455,7
1852-05-23,78,11.1428571428571,11,2.03540097839643,7
1852-05-30,97,13.8571428571429,14,2.41029537806548,7
1852-06-06,40,5.71428571428571,5,4.42396073348629,7
1852-06-13,44,6.28571428571429,5,2.62769136406122,7
1852-06-20,57,8.14285714285714,8,2.11570094204982,7
1852-06-27,71,10.1428571428571,10,2.54483604112141,7
1852-07-04,79,11.2857142857143,12,1.38013111868471,7
1852-07-11,30,4.28571428571429,4,3.3523268393901,7
1852-07-18,47,6.71428571428571,7,1.97604704011871,7
1852-07-25,53,7.57142857142857,7,1.51185789203691,7
1852-08-01,48,6.85714285714286,7,3.53216512583861,7
1852-08-08,41,5.85714285714286,5,1.67616341969505,7
1852-08-15,39,5.57142857142857,6,1.2724180205607,7
1852-08-22,66,9.42857142857143,9,1.71824938596845,7
1852-08-29,55,7.85714285714286,8,1.57359158493889,7
1852-09-05,60,8.57142857142857,7,3.77964473009227,7
1852-09-12,22,3.14285714285714,3,2.19306265517513,7
1852-09-19,61,8.71428571428571,9,1.38013111868471,7
1852-09-26,42,6,6,1.15470053837925,7
1852-10-03,49,7,7,0.816496580927726,7
1852-10-10,76,10.8571428571429,9,5.01426536422407,7
1852-10-17,132,18.8571428571429,16,4.98091596089753,7
1852-10-24,101,14.4285714285714,17,5.28700113035556,7
1852-10-31,100,14.2857142857143,14,3.19970236711092,7
1852-11-07,94,13.4285714285714,15,4.89411697371252,7
1852-11-14,32,4.57142857142857,4,2.81999662276056,7
1852-11-21,41,5.85714285714286,5,3.62530786869986,7
1852-11-28,73,10.4285714285714,9,3.15473944286703,7
1852-12-05,51,7.28571428571429,7,1.97604704011871,7
1852-12-12,32,4.57142857142857,5,0.534522483824849,7
1852-12-19,43,6.14285714285714,4,4.77593172161452,7
1852-12-26,104,14.8571428571429,14,3.33809184158512,7
1853-01-02,39,5.57142857142857,5,1.39727626201154,7
1853-01-09,21,3,3,0.816496580927726,7
1853-01-16,40,5.71428571428571,6,1.49602648308619,7
1853-01-23,95,13.5714285714286,14,2.63673679998231,7
1853-01-30,45,6.42857142857143,5,3.82348631736111,7
1853-02-06,50,7.14285714285714,7,1.4638501094228,7
1853-02-13,74,10.5714285714286,11,1.39727626201154,7
1853-02-20,64,9.14285714285714,8,3.18478525851542,7
1853-02-27,17,2.42857142857143,3,1.2724180205607,7
1853-03-06,15,2.14285714285714,2,1.21498579258791,7
1853-03-13,59,8.42857142857143,8,4.3915503282684,7
1853-03-20,75,10.7142857142857,10,1.25356634105602,7
1853-03-27,66,9.42857142857143,8,2.5727509827124,7
1853-04-03,74,10.5714285714286,11,3.30943816264649,7
1853-04-10,64,9.14285714285714,9,1.0690449676497,7
1853-04-17,81,11.5714285714286,11,2.37045304088641,7
1853-04-24,26,3.71428571428571,4,2.05866345916355,7
1853-05-01,30,4.28571428571429,4,1.60356745147455,7
1853-05-08,30,4.28571428571429,4,1.38013111868471,7
1853-05-15,48,6.85714285714286,7,1.3451854182691,7
1853-05-22,62,8.85714285714286,9,2.79455252402309,7
1853-05-29,40,5.71428571428571,6,0.951189731211342,7
1853-06-05,67,9.57142857142857,9,3.82348631736111,7
1853-06-12,82,11.7142857142857,12,2.75162289775117,7
1853-06-19,38,5.42857142857143,3,3.9940431835899,7
1853-06-26,10,1.42857142857143,2,0.975900072948533,7
1853-07-03,71,10.1428571428571,9,2.911389784311,7
1853-07-10,86,12.2857142857143,13,1.88982236504614,7
1853-07-17,46,6.57142857142857,6,1.71824938596845,7
1853-07-24,45,6.42857142857143,6,1.71824938596845,7
1853-07-31,55,7.85714285714286,8,2.03540097839643,7
1853-08-07,87,12.4285714285714,12,2.43975018237133,7
1853-08-14,42,6,6,1.4142135623731,7
1853-08-21,72,10.2857142857143,12,2.42997158517582,7
1853-08-28,67,9.57142857142857,10,1.51185789203691,7
1853-09-04,49,7,7,1.63299316185545,7
1853-09-11,31,4.42857142857143,4,2.37045304088641,7
1853-09-18,32,4.57142857142857,3,3.04724700110022,7
1853-09-25,40,5.71428571428571,6,0.951189731211342,7
1853-10-02,67,9.57142857142857,9,2.5727509827124,7
1853-10-09,49,7,7,2.3094010767585,7
1853-10-16,55,7.85714285714286,8,1.21498579258791,7
1853-10-23,46,6.57142857142857,6,1.13389341902768,7
1853-10-30,36,5.14285714285714,5,0.690065559342354,7
1853-11-06,33,4.71428571428571,4,1.25356634105602,7
1853-11-13,37,5.28571428571429,5,1.38013111868471,7
1853-11-20,37,5.28571428571429,5,1.49602648308619,7
1853-11-27,25,3.57142857142857,3,1.39727626201154,7
1853-12-04,26,3.71428571428571,3,1.38013111868471,7
1853-12-11,42,6,6,1.29099444873581,7
1853-12-18,21,3,2,1.29099444873581,7
1853-12-25,27,3.85714285714286,3,2.79455252402309,7
1854-01-01,27,3.85714285714286,4,1.0690449676497,7
1854-01-08,24,3.42857142857143,3,0.975900072948533,7
1854-01-15,17,2.42857142857143,2,0.534522483824849,7
1854-01-22,2,0.285714285714286,0,0.755928946018455,7
1854-01-29,33,4.71428571428571,5,2.21466970556828,7
1854-02-05,41,5.85714285714286,6,0.899735410842437,7
1854-02-12,29,4.14285714285714,4,1.0690449676497,7
1854-02-19,7,1,0,1.73205080756888,7
1854-02-26,4,0.571428571428571,0,0.975900072948533,7
1854-03-05,16,2.28571428571429,0,3.3523268393901,7
1854-03-12,46,6.57142857142857,6,0.786795792469443,7
1854-03-19,27,3.85714285714286,4,1.86445447147161,7
1854-03-26,23,3.28571428571429,2,2.36038737740833,7
1854-04-02,50,7.14285714285714,7,2.67261241912424,7
1854-04-09,54,7.71428571428571,10,3.14718316987777,7
1854-04-16,23,3.28571428571429,3,1.49602648308619,7
1854-04-23,8,1.14285714285714,0,1.57359158493889,7
1854-04-30,38,5.42857142857143,6,1.90237946242268,7
1854-05-07,57,8.14285714285714,8,1.21498579258791,7
1854-05-14,32,4.57142857142857,4,2.63673679998231,7
1854-05-21,6,0.857142857142857,0,1.0690449676497,7
1854-05-28,16,2.28571428571429,0,2.9277002188456,7
1854-06-04,26,3.71428571428571,3,2.21466970556828,7
1854-06-11,24,3.42857142857143,2,2.29906813420444,7
1854-06-18,22,3.14285714285714,4,1.0690449676497,7
1854-06-25,26,3.71428571428571,4,0.487950036474267,7
1854-07-02,33,4.71428571428571,5,2.05866345916355,7
1854-07-09,18,2.57142857142857,2,2.81999662276056,7
1854-07-16,20,2.85714285714286,3,2.26778683805536,7
1854-07-23,21,3,2,1.52752523165195,7
1854-07-30,18,2.57142857142857,3,0.534522483824849,7
1854-08-06,22,3.14285714285714,3,1.0690449676497,7
1854-08-13,15,2.14285714285714,2,0.377964473009227,7
1854-08-20,10,1.42857142857143,0,1.90237946242268,7
1854-08-27,30,4.28571428571429,4,0.755928946018455,7
1854-09-03,28,4,3,1.82574185835055,7
1854-09-10,57,8.14285714285714,9,2.11570094204981,7
1854-09-17,2,0.285714285714286,0,0.755928946018455,7
1854-09-24,24,3.42857142857143,4,1.13389341902768,7
1854-10-01,50,7.14285714285714,7,2.03540097839643,7
1854-10-08,6,0.857142857142857,0,2.26778683805536,7
1854-10-15,6,0.857142857142857,0,1.0690449676497,7
1854-10-22,2,0.285714285714286,0,0.755928946018455,7
1854-10-29,16,2.28571428571429,2,0.487950036474267,7
1854-11-05,18,2.57142857142857,3,0.534522483824849,7
1854-11-12,31,4.42857142857143,4,1.2724180205607,7
1854-11-19,64,9.14285714285714,9,2.26778683805536,7
1854-11-26,34,4.85714285714286,5,1.3451854182691,7
1854-12-03,19,2.71428571428571,3,2.21466970556828,7
1854-12-10,30,4.28571428571429,4,0.755928946018455,7
1854-12-17,31,4.42857142857143,4,1.90237946242268,7
1854-12-24,24,3.42857142857143,4,3.5523298860111,7
1854-12-31,2,0.285714285714286,0,0.755928946018455,7
1855-01-07,28,4,4,3.2659863237109,7
1855-01-14,29,4.14285714285714,4,1.3451854182691,7
1855-01-21,9,1.28571428571429,0,2.36038737740833,7
1855-01-28,2,0.285714285714286,0,0.755928946018455,7
1855-02-04,9,1.28571428571429,2,1.25356634105602,7
1855-02-11,22,3.14285714285714,3,0.690065559342354,7
1855-02-18,6,0.857142857142857,0,1.0690449676497,7
1855-02-25,26,3.71428571428571,3,1.79947082168487,7
1855-03-04,36,5.14285714285714,5,1.95180014589707,7
1855-03-11,15,2.14285714285714,2,0.377964473009227,7
1855-03-18,4,0.571428571428571,0,1.51185789203691,7
1855-03-25,27,3.85714285714286,4,1.57359158493889,7
1855-04-01,14,2,2,1.15470053837925,7
1855-04-08,0,0,0,0,7
1855-04-15,0,0,0,0,7
1855-04-22,8,1.14285714285714,0,1.4638501094228,7
1855-04-29,28,4,5,4.12310562561766,7
1855-05-06,11,1.57142857142857,0,2.14919697074224,7
1855-05-13,8,1.14285714285714,2,1.0690449676497,7
1855-05-20,2,0.285714285714286,0,0.755928946018455,7
1855-05-27,0,0,0,0,7
1855-06-03,5,0.714285714285714,0,1.25356634105602,7
1855-06-10,19,2.71428571428571,3,1.38013111868471,7
1855-06-17,2,0.285714285714286,0,0.755928946018455,7
1855-06-24,0,0,0,0,7
1855-07-01,0,0,0,0,7
1855-07-08,2,0.285714285714286,0,0.755928946018455,7
1855-07-15,0,0,0,0,7
1855-07-22,0,0,0,0,7
1855-07-29,3,0.428571428571429,0,1.13389341902768,7
1855-08-05,11,1.57142857142857,2,1.61834718742537,7
1855-08-12,2,0.285714285714286,0,0.755928946018455,7
1855-08-19,0,0,0,0,7
1855-08-26,0,0,0,0,7
1855-09-02,0,0,0,0,7
1855-09-09,0,0,0,0,7
1855-09-16,0,0,0,0,7
1855-09-23,0,0,0,0,7
1855-09-30,12,1.71428571428571,2,1.88982236504614,7
1855-10-07,6,0.857142857142857,0,1.0690449676497,7
1855-10-14,9,1.28571428571429,2,1.25356634105602,7
1855-10-21,15,2.14285714285714,2,0.377964473009227,7
1855-10-28,12,1.71428571428571,2,0.755928946018454,7
1855-11-04,0,0,0,0,7
1855-11-11,5,0.714285714285714,0,1.25356634105602,7
1855-11-18,6,0.857142857142857,0,1.0690449676497,7
1855-11-25,9,1.28571428571429,0,1.60356745147455,7
1855-12-02,11,1.57142857142857,0,2.07019667802706,7
1855-12-09,2,0.285714285714286,0,0.755928946018455,7
1855-12-16,0,0,0,0,7
1855-12-23,0,0,0,0,7
1855-12-30,0,0,0,0,7
1856-01-06,0,0,0,0,7
1856-01-13,3,0.428571428571429,0,1.13389341902768,7
1856-01-20,0,0,0,0,7
1856-01-27,0,0,0,0,7
1856-02-03,7,1,0,1.29099444873581,7
1856-02-10,4,0.571428571428571,0,0.975900072948533,7
1856-02-17,8,1.14285714285714,2,1.0690449676497,7
1856-02-24,2,0.285714285714286,0,0.755928946018455,7
1856-03-02,0,0,0,0,7
1856-03-09,0,0,0,0,7
1856-03-16,2,0.285714285714286,0,0.755928946018455,7
1856-03-23,0,0,0,0,7
1856-03-30,0,0,0,0,7
1856-04-06,8,1.14285714285714,2,1.0690449676497,7
1856-04-13,19,2.71428571428571,3,0.487950036474267,7
1856-04-20,7,1,0,1.91485421551268,7
1856-04-27,0,0,0,0,7
1856-05-04,0,0,0,0,7
1856-05-11,0,0,0,0,7
1856-05-18,0,0,0,0,7
1856-05-25,0,0,0,0,7
1856-06-01,17,2.42857142857143,2,1.98805959477601,7
1856-06-08,8,1.14285714285714,0,1.57359158493889,7
1856-06-15,0,0,0,0,7
1856-06-22,0,0,0,0,7
1856-06-29,4,0.571428571428571,0,0.975900072948533,7
1856-07-06,0,0,0,0,7
1856-07-13,0,0,0,0,7
1856-07-20,8,1.14285714285714,2,1.0690449676497,7
1856-07-27,12,1.71428571428571,2,0.755928946018454,7
1856-08-03,0,0,0,0,7
1856-08-10,2,0.285714285714286,0,0.755928946018455,7
1856-08-17,16,2.28571428571429,2,0.755928946018455,7
1856-08-24,12,1.71428571428571,2,1.38013111868471,7
1856-08-31,13,1.85714285714286,2,1.3451854182691,7
1856-09-07,4,0.571428571428571,0,0.975900072948533,7
1856-09-14,4,0.571428571428571,0,0.975900072948533,7
1856-09-21,0,0,0,0,7
1856-09-28,0,0,0,0,7
1856-10-05,2,0.285714285714286,0,0.755928946018455,7
1856-10-12,12,1.71428571428571,2,1.88982236504614,7
1856-10-19,0,0,0,0,7
1856-10-26,13,1.85714285714286,2,1.3451854182691,7
1856-11-02,6,0.857142857142857,0,1.57359158493889,7
1856-11-09,2,0.285714285714286,0,0.755928946018455,7
1856-11-16,9,1.28571428571429,2,1.25356634105602,7
1856-11-23,17,2.42857142857143,2,1.39727626201154,7
1856-11-30,4,0.571428571428571,0,0.975900072948533,7
1856-12-07,0,0,0,0,7
1856-12-14,8,1.14285714285714,2,1.0690449676497,7
1856-12-21,23,3.28571428571429,3,1.38013111868471,7
1856-12-28,12,1.71428571428571,2,1.25356634105602,7
1857-01-04,16,2.28571428571429,2,0.755928946018455,7
1857-01-11,24,3.42857142857143,2,1.81265393434993,7
1857-01-18,15,2.14285714285714,2,1.21498579258791,7
1857-01-25,8,1.14285714285714,2,1.0690449676497,7
1857-02-01,8,1.14285714285714,2,1.0690449676497,7
1857-02-08,14,2,2,0,7
1857-02-15,12,1.71428571428571,0,2.21466970556828,7
1857-02-22,0,0,0,0,7
1857-03-01,4,0.571428571428571,0,0.975900072948533,7
1857-03-08,8,1.14285714285714,2,1.0690449676497,7
1857-03-15,8,1.14285714285714,2,1.0690449676497,7
1857-03-22,2,0.285714285714286,0,0.755928946018455,7
1857-03-29,16,2.28571428571429,2,1.25356634105602,7
1857-04-05,22,3.14285714285714,3,0.690065559342354,7
1857-04-12,16,2.28571428571429,0,2.87020822207993,7
1857-04-19,0,0,0,0,7
1857-04-26,12,1.71428571428571,2,1.25356634105602,7
1857-05-03,25,3.57142857142857,4,0.534522483824849,7
1857-05-10,46,6.57142857142857,5,3.04724700110022,7
1857-05-17,59,8.42857142857143,9,3.69039938476144,7
1857-05-24,19,2.71428571428571,3,0.487950036474267,7
1857-05-31,35,5,5,1.29099444873581,7
1857-06-07,20,2.85714285714286,2,1.21498579258791,7
1857-06-14,12,1.71428571428571,0,2.1380899352994,7
1857-06-21,10,1.42857142857143,2,0.975900072948533,7
1857-06-28,34,4.85714285714286,4,2.41029537806548,7
1857-07-05,32,4.57142857142857,5,1.71824938596845,7
1857-07-12,19,2.71428571428571,4,1.88982236504614,7
1857-07-19,37,5.28571428571429,5,1.11269728052837,7
1857-07-26,8,1.14285714285714,0,1.95180014589707,7
1857-08-02,0,0,0,0,7
1857-08-09,20,2.85714285714286,4,1.57359158493889,7
1857-08-16,30,4.28571428571429,4,1.25356634105602,7
1857-08-23,35,5,5,1.73205080756888,7
1857-08-30,45,6.42857142857143,7,1.61834718742537,7
1857-09-06,68,9.71428571428571,10,2.56347977784662,7
1857-09-13,68,9.71428571428571,10,1.97604704011871,7
1857-09-20,38,5.42857142857143,5,1.13389341902768,7
1857-09-27,31,4.42857142857143,4,1.61834718742537,7
1857-10-04,42,6,6,2,7
1857-10-11,76,10.8571428571429,11,4.09994192757944,7
1857-10-18,46,6.57142857142857,7,2.43975018237133,7
1857-10-25,53,7.57142857142857,8,3.04724700110022,7
1857-11-01,58,8.28571428571429,8,3.14718316987777,7
1857-11-08,27,3.85714285714286,4,0.899735410842437,7
1857-11-15,57,8.14285714285714,8,1.77281052085584,7
1857-11-22,20,2.85714285714286,2,2.34012616672488,7
1857-11-29,24,3.42857142857143,4,0.975900072948533,7
1857-12-06,29,4.14285714285714,4,1.86445447147161,7
1857-12-13,85,12.1428571428571,12,1.57359158493889,7
1857-12-20,56,8,8,1.63299316185545,7
1857-12-27,27,3.85714285714286,4,1.57359158493889,7
1858-01-03,82,11.7142857142857,12,4.11154008915904,7
1858-01-10,68,9.71428571428571,10,2.1380899352994,7
1858-01-17,18,2.57142857142857,2,1.61834718742537,7
1858-01-24,28,4,4,1.52752523165195,7
1858-01-31,47,6.71428571428571,6,2.42997158517582,7
1858-02-07,30,4.28571428571429,4,1.70433620649269,7
1858-02-14,38,5.42857142857143,4,3.9940431835899,7
1858-02-21,56,8,8,2.76887462097269,7
1858-02-28,111,15.8571428571429,19,5.95618925792242,7
1858-03-07,63,9,9,1.73205080756888,7
1858-03-14,89,12.7142857142857,12,4.34796066044323,7
1858-03-21,63,9,8,3.74165738677394,7
1858-03-28,21,3,2,1.73205080756888,7
1858-04-04,26,3.71428571428571,2,3.30223589477825,7
1858-04-11,55,7.85714285714286,8,1.3451854182691,7
1858-04-18,52,7.42857142857143,8,1.90237946242268,7
1858-04-25,70,10,9,3.41565025531987,7
1858-05-02,49,7,8,2.44948974278318,7
1858-05-09,23,3.28571428571429,3,2.21466970556828,7
1858-05-16,44,6.28571428571429,6,2.6903708365382,7
1858-05-23,79,11.2857142857143,12,4.02965199962667,7
1858-05-30,78,11.1428571428571,11,2.19306265517513,7
1858-06-06,34,4.85714285714286,6,2.47847879612821,7
1858-06-13,37,5.28571428571429,5,1.88982236504614,7
1858-06-20,61,8.71428571428571,8,3.14718316987777,7
1858-06-27,97,13.8571428571429,15,3.02371578407382,7
1858-07-04,99,14.1428571428571,14,2.03540097839643,7
1858-07-11,68,9.71428571428571,9,2.42997158517582,7
1858-07-18,64,9.14285714285714,8,3.02371578407382,7
1858-07-25,43,6.14285714285714,6,4.09994192757944,7
1858-08-01,36,5.14285714285714,6,2.34012616672488,7
1858-08-08,58,8.28571428571429,8,2.42997158517582,7
1858-08-15,95,13.5714285714286,14,2.76026223736942,7
1858-08-22,73,10.4285714285714,8,4.99523582550223,7
1858-08-29,121,17.2857142857143,17,1.11269728052837,7
1858-09-05,131,18.7142857142857,19,4.19182878603463,7
1858-09-12,115,16.4285714285714,16,1.90237946242268,7
1858-09-19,79,11.2857142857143,11,4.02965199962667,7
1858-09-26,81,11.5714285714286,12,4.35343323738644,7
1858-10-03,151,21.5714285714286,22,2.81999662276056,7
1858-10-10,95,13.5714285714286,13,1.39727626201154,7
1858-10-17,127,18.1428571428571,19,3.62530786869986,7
1858-10-24,104,14.8571428571429,15,2.03540097839643,7
1858-10-31,46,6.57142857142857,6,3.9940431835899,7
1858-11-07,75,10.7142857142857,12,3.72890894294322,7
1858-11-14,79,11.2857142857143,11,4.85504156227612,7
1858-11-21,56,8,8,2.58198889747161,7
1858-11-28,111,15.8571428571429,15,3.53216512583861,7
1858-12-05,67,9.57142857142857,9,3.30943816264649,7
1858-12-12,94,13.4285714285714,12,4.92805380304581,7
1858-12-19,79,11.2857142857143,11,2.36038737740833,7
1858-12-26,82,11.7142857142857,15,6.26403186758299,7
1859-01-02,95,13.5714285714286,13,3.35942171894424,7
1859-01-09,114,16.2857142857143,16,1.60356745147455,7
1859-01-16,117,16.7142857142857,14,3.98807746975431,7
1859-01-23,107,15.2857142857143,17,2.42997158517582,7
1859-01-30,80,11.4285714285714,10,5.34967733784456,7
1859-02-06,150,21.4285714285714,21,3.50509832753866,7
1859-02-13,128,18.2857142857143,19,5.85133277451345,7
1859-02-20,100,14.2857142857143,15,3.30223589477825,7
1859-02-27,96,13.7142857142857,14,2.6903708365382,7
1859-03-06,80,11.4285714285714,12,2.76026223736942,7
1859-03-13,148,21.1428571428571,21,3.97611918955202,7
1859-03-20,136,19.4285714285714,19,2.14919697074224,7
1859-03-27,103,14.7142857142857,15,2.9277002188456,7
1859-04-03,92,13.1428571428571,14,4.37525509460387,7
1859-04-10,150,21.4285714285714,21,3.59894164336975,7
1859-04-17,87,12.4285714285714,12,2.07019667802706,7
1859-04-24,120,17.1428571428571,16,2.26778683805536,7
1859-05-01,135,19.2857142857143,18,2.87020822207993,7
1859-05-08,152,21.7142857142857,22,3.19970236711092,7
1859-05-15,90,12.8571428571429,11,5.04739442447195,7
1859-05-22,79,11.2857142857143,10,5.99205823609567,7
1859-05-29,148,21.1428571428571,20,5.95618925792242,7
1859-06-05,120,17.1428571428571,18,1.95180014589707,7
1859-06-12,101,14.4285714285714,14,5.19156825558337,7
1859-06-19,118,16.8571428571429,16,3.71611676478603,7
1859-06-26,82,11.7142857142857,11,2.81154084173819,7
1859-07-03,96,13.7142857142857,14,1.97604704011871,7
1859-07-10,122,17.4285714285714,16,4.0355562548073,7
1859-07-17,135,19.2857142857143,17,8.90157824422699,7
1859-07-24,155,22.1428571428571,24,7.9880863671798,7
1859-07-31,124,17.7142857142857,18,3.98807746975431,7
1859-08-07,113,16.1428571428571,15,4.45078912211349,7
1859-08-14,134,19.1428571428571,19,5.36745040121693,7
1859-08-21,178,25.4285714285714,26,4.27617987059879,7
1859-08-28,160,22.8571428571429,22,4.22013315068658,7
1859-09-04,143,20.4285714285714,19,5.12695955569325,7
1859-09-11,131,18.7142857142857,20,5.02375310282016,7
1859-09-18,124,17.7142857142857,17,3.40168025708304,7
