"Weekly","ISN","Mean","Median","Sd","Count"
1877-05-13,280,40,33,11.7331439378654,7
1877-05-20,247,35.2857142857143,33,10.8737341901527,7
1877-05-27,91,13,8,14.2009389360939,7
1877-06-03,261,37.2857142857143,37,3.19970236711092,7
1877-06-10,155,22.1428571428571,23,12.1302455516307,7
1877-06-17,52,7.42857142857143,8,8.05930399925334,7
1877-06-24,209,29.8571428571429,30,4.81070235442364,7
1877-07-01,189,27,33,11.8602979164381,7
1877-07-08,35,5,5,6.16441400296898,7
1877-07-15,65,9.28571428571429,0,13.0475321512574,7
1877-07-22,0,0,0,0,7
1877-07-29,93,13.2857142857143,17,12.8804022415747,7
1877-08-05,0,0,0,0,7
1877-08-12,5,0.714285714285714,0,1.88982236504614,7
1877-08-19,93,13.2857142857143,17,13.300554947248,7
1877-08-26,165,23.5714285714286,28,8.12110712602543,7
1877-09-02,196,28,35,14.1891977691952,7
1877-09-09,313,44.7142857142857,48,7.08788369247798,7
1877-09-16,208,29.7142857142857,35,16.2040559296563,7
1877-09-23,111,15.8571428571429,15,13.3095025129738,7
1877-09-30,16,2.28571428571429,0,3.90360029179413,7
1877-10-07,0,0,0,0,7
1877-10-14,0,0,0,0,7
1877-10-21,68,9.71428571428571,0,14.7276869163071,7
1877-10-28,463,66.1428571428571,63,7.08116213222499,7
1877-11-04,143,20.4285714285714,22,23.2583830253176,7
1877-11-11,86,12.2857142857143,12,12.7764664613537,7
1877-11-18,83,11.8571428571429,0,18.4610271601968,7
1877-11-25,229,32.7142857142857,33,6.23736818736572,7
1877-12-02,58,8.28571428571429,0,10.4197614450346,7
1877-12-09,0,0,0,0,7
1877-12-16,16,2.28571428571429,0,3.90360029179413,7
1877-12-23,3,0.428571428571429,0,1.13389341902768,7
1877-12-30,8,1.14285714285714,0,3.02371578407382,7
1878-01-06,0,0,0,0,7
1878-01-13,2,0.285714285714286,0,0.755928946018455,7
1878-01-20,135,19.2857142857143,23,11.3094987468394,7
1878-01-27,45,6.42857142857143,0,8.97881103593608,7
1878-02-03,299,42.7142857142857,42,20.2461048575957,7
1878-02-10,0,0,0,0,7
1878-02-17,0,0,0,0,7
1878-02-24,0,0,0,0,7
1878-03-03,178,25.4285714285714,25,17.0963655285477,7
1878-03-10,177,25.2857142857143,30,12.5925147834509,7
1878-03-17,50,7.14285714285714,0,10.9609697172676,7
1878-03-24,0,0,0,0,7
1878-03-31,5,0.714285714285714,0,1.88982236504614,7
1878-04-07,0,0,0,0,7
1878-04-14,0,0,0,0,7
1878-04-21,0,0,0,0,7
1878-04-28,0,0,0,0,7
1878-05-05,0,0,0,0,7
1878-05-12,0,0,0,0,7
1878-05-19,33,4.71428571428571,0,6.62606685030885,7
1878-05-26,326,46.5714285714286,37,16.9691597008332,7
1878-06-02,150,21.4285714285714,8,22.552584056357,7
1878-06-09,0,0,0,0,7
1878-06-16,0,0,0,0,7
1878-06-23,118,16.8571428571429,15,12.6679197375177,7
1878-06-30,0,0,0,0,7
1878-07-07,0,0,0,0,7
1878-07-14,0,0,0,0,7
1878-07-21,7,1,0,2.64575131106459,7
1878-07-28,0,0,0,0,7
1878-08-04,0,0,0,0,7
1878-08-11,0,0,0,0,7
1878-08-18,0,0,0,0,7
1878-08-25,0,0,0,0,7
1878-09-01,126,18,23,9.89949493661167,7
1878-09-08,138,19.7142857142857,22,9.25048261289261,7
1878-09-15,0,0,0,0,7
1878-09-22,0,0,0,0,7
1878-09-29,0,0,0,0,7
1878-10-06,0,0,0,0,7
1878-10-13,0,0,0,0,7
1878-10-20,0,0,0,0,7
1878-10-27,108,15.4285714285714,22,11.1034100296132,7
1878-11-03,135,19.2857142857143,22,5.55920515044749,7
1878-11-10,0,0,0,0,7
1878-11-17,18,2.57142857142857,0,5.59336341441483,7
1878-11-24,2,0.285714285714286,0,0.755928946018455,7
1878-12-01,0,0,0,0,7
1878-12-08,0,0,0,0,7
1878-12-15,29,4.14285714285714,0,10.1065749461851,7
1878-12-22,0,0,0,0,7
1878-12-29,12,1.71428571428571,0,2.98408476836063,7
1879-01-05,0,0,0,0,7
1879-01-12,0,0,0,0,7
1879-01-19,0,0,0,0,7
1879-01-26,39,5.57142857142857,0,8.56070758090208,7
1879-02-02,0,0,0,0,7
1879-02-09,26,3.71428571428571,0,6.34335047416547,7
1879-02-16,0,0,0,0,7
1879-02-23,0,0,0,0,7
1879-03-02,0,0,0,0,7
1879-03-09,0,0,0,0,7
1879-03-16,0,0,0,0,7
1879-03-23,0,0,0,0,7
1879-03-30,0,0,0,0,7
1879-04-06,20,2.85714285714286,0,4.87950036474267,7
1879-04-13,212,30.2857142857143,30,7.95223837910404,7
1879-04-20,80,11.4285714285714,13,11.4288690437439,7
1879-04-27,0,0,0,0,7
1879-05-04,64,9.14285714285714,12,8.87747282786739,7
1879-05-11,61,8.71428571428571,0,12.7503501352484,7
1879-05-18,0,0,0,0,7
1879-05-25,0,0,0,0,7
1879-06-01,42,6,0,10.2469507659596,7
1879-06-08,20,2.85714285714286,0,5.17779140266618,7
1879-06-15,0,0,0,0,7
1879-06-22,104,14.8571428571429,0,19.7182535689529,7
1879-06-29,240,34.2857142857143,35,14.0678627340745,7
1879-07-06,108,15.4285714285714,8,12.6076318534601,7
1879-07-13,97,13.8571428571429,20,11.2757641489549,7
1879-07-20,5,0.714285714285714,0,1.88982236504614,7
1879-07-27,13,1.85714285714286,0,3.28778402720188,7
1879-08-03,0,0,0,0,7
1879-08-10,215,30.7142857142857,33,18.7324521060314,7
1879-08-17,30,4.28571428571429,0,11.3389341902768,7
1879-08-24,285,40.7142857142857,43,11.8140352365916,7
1879-08-31,165,23.5714285714286,23,3.15473944286703,7
1879-09-07,30,4.28571428571429,0,6.70110154413153,7
1879-09-14,5,0.714285714285714,0,1.88982236504614,7
1879-09-21,91,13,20,10.0829889748361,7
1879-09-28,92,13.1428571428571,13,8.13282590142302,7
1879-10-05,156,22.2857142857143,27,18.1816233755798,7
1879-10-12,286,40.8571428571429,40,17.6675651164176,7
1879-10-19,135,19.2857142857143,20,19.6698948117361,7
1879-10-26,0,0,0,0,7
1879-11-02,176,25.1428571428571,22,27.0950707166978,7
1879-11-09,284,40.5714285714286,37,15.4472990396071,7
1879-11-16,53,7.57142857142857,0,9.79552862036455,7
1879-11-23,120,17.1428571428571,23,16.8367511853145,7
1879-11-30,130,18.5714285714286,22,8.77225062070054,7
1879-12-07,27,3.85714285714286,0,7.58130532798874,7
1879-12-14,115,16.4285714285714,23,15.7782248986501,7
1879-12-21,117,16.7142857142857,22,11.6291915126588,7
1879-12-28,47,6.71428571428571,5,9.92831448793946,7
1880-01-04,470,67.1428571428571,63,10.7149206161093,7
1880-01-11,459,65.5714285714286,62,12.1223917174946,7
1880-01-18,109,15.5714285714286,0,20.7994963308982,7
1880-01-25,171,24.4285714285714,22,21.0464339248335,7
1880-02-01,546,78,78,9.41629792788369,7
1880-02-08,535,76.4285714285714,72,29.1425070006977,7
1880-02-15,22,3.14285714285714,0,8.315218406203,7
1880-02-22,175,25,23,3.51188458428425,7
1880-02-29,184,26.2857142857143,30,12.2843299330799,7
1880-03-07,350,50,48,15.9895799402819,7
1880-03-14,289,41.2857142857143,43,10.9653132758757,7
1880-03-21,47,6.71428571428571,0,11.0561338286987,7
1880-03-28,267,38.1428571428571,32,11.3347338070283,7
1880-04-04,260,37.1428571428571,38,11.7392301199663,7
1880-04-11,187,26.7142857142857,32,16.6904592079256,7
1880-04-18,121,17.2857142857143,13,16.0074387469731,7
1880-04-25,368,52.5714285714286,53,15.1311724909995,7
1880-05-02,374,53.4285714285714,57,17.0181975431903,7
1880-05-09,191,27.2857142857143,28,13.2125481483107,7
1880-05-16,98,14,15,11.5470053837925,7
1880-05-23,319,45.5714285714286,45,26.3872263469603,7
1880-05-30,411,58.7142857142857,67,23.5564165760576,7
1880-06-06,247,35.2857142857143,32,14.8179427914751,7
1880-06-13,327,46.7142857142857,32,24.9914271015368,7
1880-06-20,614,87.7142857142857,90,13.4004264324472,7
1880-06-27,433,61.8571428571429,57,18.5690474664029,7
1880-07-04,331,47.2857142857143,52,19.4226181355165,7
1880-07-11,15,2.14285714285714,0,3.67099311851582,7
1880-07-18,298,42.5714285714286,42,17.5105410430131,7
1880-07-25,327,46.7142857142857,50,18.8477610139267,7
1880-08-01,307,43.8571428571429,45,13.5576371027375,7
1880-08-08,769,109.857142857143,108,18.6228226595628,7
1880-08-15,938,134,148,33.2365260920372,7
1880-08-22,305,43.5714285714286,28,23.9433856061693,7
1880-08-29,387,55.2857142857143,57,11.32422603263,7
1880-09-05,961,137.285714285714,162,44.8468292662714,7
1880-09-12,752,107.428571428571,117,41.4361241062962,7
1880-09-19,639,91.2857142857143,87,12.3789375649971,7
1880-09-26,979,139.857142857143,130,21.4120571285477,7
1880-10-03,571,81.5714285714286,75,21.6553083781409,7
1880-10-10,451,64.4285714285714,67,11.9423217013715,7
1880-10-17,534,76.2857142857143,78,25.4408744982969,7
1880-10-24,361,51.5714285714286,47,19.9904739218221,7
1880-10-31,412,58.8571428571429,62,30.443546505122,7
1880-11-07,89,12.7142857142857,7,14.6026742495371,7
1880-11-14,419,59.8571428571429,65,26.0475755201168,7
1880-11-21,489,69.8571428571429,73,17.150593492438,7
1880-11-28,339,48.4285714285714,48,17.9244446018758,7
1880-12-05,348,49.7142857142857,55,15.1185789203691,7
1880-12-12,200,28.5714285714286,25,16.9396688560426,7
1880-12-19,450,64.2857142857143,62,26.0430047275289,7
1880-12-26,444,63.4285714285714,63,9.58918041087876,7
1881-01-02,332,47.4285714285714,35,24.7847879612821,7
1881-01-09,191,27.2857142857143,23,19.2761881234706,7
1881-01-16,513,73.2857142857143,72,18.6879130787281,7
1881-01-23,546,78,68,30.0555042102663,7
1881-01-30,632,90.2857142857143,105,29.3298158064127,7
1881-02-06,564,80.5714285714286,78,22.3521597976358,7
1881-02-13,602,86,80,16.583123951777,7
1881-02-20,770,110,113,18.9208879284245,7
1881-02-27,238,34,27,28.6589136802729,7
1881-03-06,557,79.5714285714286,97,55.578344532312,7
1881-03-13,1295,185,193,48.1248376620639,7
1881-03-20,532,76,62,33.0353346181529,7
1881-03-27,309,44.1428571428571,40,14.7696600212347,7
1881-04-03,550,78.5714285714286,78,5.79819347892493,7
1881-04-10,538,76.8571428571429,75,25.2020407336957,7
1881-04-17,874,124.857142857143,130,20.086716766963,7
1881-04-24,491,70.1428571428571,73,42.0928678496669,7
1881-05-01,326,46.5714285714286,30,32.9386153466168,7
1881-05-08,475,67.8571428571429,65,25.7645012334709,7
1881-05-15,505,72.1428571428571,63,18.3795953113643,7
1881-05-22,569,81.2857142857143,78,19.0762879487798,7
1881-05-29,817,116.714285714286,118,14.4880903470665,7
1881-06-05,540,77.1428571428571,82,20.6512999706118,7
1881-06-12,794,113.428571428571,118,12.528063735166,7
1881-06-19,529,75.5714285714286,75,32.3720926254757,7
1881-06-26,1056,150.857142857143,152,16.2729691147474,7
1881-07-03,784,112,108,27.7548794508882,7
1881-07-10,737,105.285714285714,107,7.73981665834288,7
1881-07-17,677,96.7142857142857,100,22.5810708759519,7
1881-07-24,1234,176.285714285714,182,20.7662730223335,7
1881-07-31,1051,150.142857142857,163,58.0787642528907,7
1881-08-07,471,67.2857142857143,62,23.0051754011591,7
1881-08-14,153,21.8571428571429,32,21.9197671172891,7
1881-08-21,702,100.285714285714,95,53.306392004819,7
1881-08-28,1244,177.714285714286,183,51.7194814543298,7
1881-09-04,632,90.2857142857143,90,18.0251147542744,7
1881-09-11,775,110.714285714286,112,18.6968293721537,7
1881-09-18,414,59.1428571428571,53,16.816941571211,7
1881-09-25,549,78.4285714285714,78,27.9276275568187,7
1881-10-02,768,109.714285714286,103,18.3821859936397,7
1881-10-09,627,89.5714285714286,85,14.9092492864569,7
1881-10-16,905,129.285714285714,122,25.9082630687218,7
1881-10-23,825,117.857142857143,123,43.2990707037637,7
1881-10-30,220,31.4285714285714,30,11.8301471230235,7
1881-11-06,664,94.8571428571429,95,37.1951097656156,7
1881-11-13,1014,144.857142857143,143,23.0537673814106,7
1881-11-20,732,104.571428571429,117,32.2327842569081,7
1881-11-27,436,62.2857142857143,58,32.2061810098325,7
1881-12-04,681,97.2857142857143,103,16.6804704741232,7
1881-12-11,867,123.857142857143,128,24.9227377537633,7
1881-12-18,386,55.1428571428571,57,24.849068201367,7
1881-12-25,273,39,32,21.8860686282393,7
1882-01-01,439,62.7142857142857,63,24.3701613023952,7
1882-01-08,526,75.1428571428571,72,27.0334889314998,7
1882-01-15,534,76.2857142857143,75,10.1277553570092,7
1882-01-22,566,80.8571428571429,80,12.7073282194248,7
1882-01-29,674,96.2857142857143,107,23.2788479505486,7
1882-02-05,934,133.428571428571,142,20.4438837052156,7
1882-02-12,1110,158.571428571429,152,20.7031168575905,7
1882-02-19,644,92,93,12.328828005938,7
1882-02-26,356,50.8571428571429,47,11.4953406710222,7
1882-03-05,943,134.714285714286,127,44.9359332298562,7
1882-03-12,820,117.142857142857,118,11.0216237676755,7
1882-03-19,922,131.714285714286,135,18.0343587420816,7
1882-03-26,694,99.1428571428571,100,22.9523315549755,7
1882-04-02,1103,157.571428571429,150,28.2716415208901,7
1882-04-09,1272,181.714285714286,180,28.8947185815118,7
1882-04-16,1660,237.142857142857,233,25.8613519331361,7
1882-04-23,577,82.4285714285714,75,30.5933388330267,7
1882-04-30,454,64.8571428571429,72,20.69161320784,7
1882-05-07,1221,174.428571428571,187,35.0326378436696,7
1882-05-14,1215,173.571428571429,188,25.2972801097743,7
1882-05-21,317,45.2857142857143,33,28.0161518039998,7
1882-05-28,298,42.5714285714286,45,11.6169006603474,7
1882-06-04,307,43.8571428571429,48,10.2539191113865,7
1882-06-11,525,75,68,20.3551795210294,7
1882-06-18,579,82.7142857142857,78,14.7050363902336,7
1882-06-25,835,119.285714285714,137,37.9153191806614,7
1882-07-02,488,69.7142857142857,80,39.0500289616379,7
1882-07-09,394,56.2857142857143,52,38.7716145554721,7
1882-07-16,683,97.5714285714286,103,25.9605928467048,7
1882-07-23,564,80.5714285714286,78,36.8277845421865,7
1882-07-30,401,57.2857142857143,50,21.27372625027,7
1882-08-06,274,39.1428571428571,52,25.556659741501,7
1882-08-13,370,52.8571428571429,62,16.7275079975926,7
1882-08-20,704,100.571428571429,100,18.2834820066013,7
1882-08-27,633,90.4285714285714,93,17.8592379723319,7
1882-09-03,880,125.714285714286,127,41.6081493849233,7
1882-09-10,455,65,70,19.8662192343351,7
1882-09-17,500,71.4285714285714,67,12.3404098102824,7
1882-09-24,836,119.428571428571,130,20.6305367748648,7
1882-10-01,956,136.571428571429,152,41.1009210880451,7
1882-10-08,264,37.7142857142857,35,21.9978353913462,7
1882-10-15,838,119.714285714286,118,31.3034305133601,7
1882-10-22,707,101,95,30.9838667696593,7
1882-10-29,873,124.714285714286,120,33.3252371120061,7
1882-11-05,796,113.714285714286,120,22.8379383607941,7
1882-11-12,827,118.142857142857,108,19.5228803495503,7
1882-11-19,993,141.857142857143,143,26.5231255789394,7
1882-11-26,1184,169.142857142857,170,65.8291439293888,7
1882-12-03,392,56,50,38.8544291769506,7
1882-12-10,588,84,87,19.6638416050035,7
1882-12-17,429,61.2857142857143,68,25.830952271221,7
1882-12-24,454,64.8571428571429,47,46.3732270871479,7
1882-12-31,1082,154.571428571429,160,11.2376916795984,7
1883-01-07,485,69.2857142857143,58,24.7905511953936,7
1883-01-14,718,102.571428571429,107,17.8592379723319,7
1883-01-21,684,97.7142857142857,95,27.3295583920553,7
1883-01-28,552,78.8571428571429,80,19.5825481098909,7
1883-02-04,714,102,112,34.0245009760124,7
1883-02-11,779,111.285714285714,103,16.5601357252317,7
1883-02-18,288,41.1428571428571,43,25.5044347217536,7
1883-02-25,242,34.5714285714286,33,10.9978352848359,7
1883-03-04,161,23,20,20.2649122047609,7
1883-03-11,619,88.4285714285714,78,21.3842398575613,7
1883-03-18,645,92.1428571428571,90,11.7675906827265,7
1883-03-25,699,99.8571428571429,95,26.6297363325824,7
1883-04-01,965,137.857142857143,148,26.2324771446171,7
1883-04-08,939,134.142857142857,140,34.9066783076848,7
1883-04-15,1155,165,170,23.5513623102076,7
1883-04-22,896,128,130,16.0727512683216,7
1883-04-29,378,54,50,28.1306475811229,7
1883-05-06,563,80.4285714285714,85,18.9899722911606,7
1883-05-13,571,81.5714285714286,85,13.6364357862449,7
1883-05-20,206,29.4285714285714,28,16.7715745917226,7
1883-05-27,213,30.4285714285714,12,35.4911122341784,7
1883-06-03,1178,168.285714285714,178,26.9240554505587,7
1883-06-10,527,75.2857142857143,75,9.30437685024788,7
1883-06-17,837,119.571428571429,122,21.3842398575613,7
1883-06-24,1120,160,165,12.4899959967968,7
1883-07-01,623,89,95,21.6410104508392,7
1883-07-08,652,93.1428571428571,88,47.104241038462,7
1883-07-15,1423,203.285714285714,210,29.5675175697605,7
1883-07-22,1246,178,188,57.2538208331985,7
1883-07-29,396,56.5714285714286,58,22.8170779816138,7
1883-08-05,303,43.2857142857143,45,14.1975853077708,7
1883-08-12,614,87.7142857142857,90,20.2131498923703,7
1883-08-19,526,75.1428571428571,72,9.38844274322729,7
1883-08-26,910,130,128,28.0713376952364,7
1883-09-02,877,125.285714285714,107,37.6152198173128,7
1883-09-09,880,125.714285714286,125,27.9506367590811,7
1883-09-16,512,73.1428571428571,87,31.7565141423959,7
1883-09-23,179,25.5714285714286,32,14.7293034781819,7
1883-09-30,342,48.8571428571429,47,21.5748972297944,7
1883-10-07,1420,202.857142857143,215,59.6808974782511,7
1883-10-14,1190,170,200,61.4464536541098,7
1883-10-21,750,107.142857142857,98,17.63924196622,7
1883-10-28,1221,174.428571428571,167,17.1935757659379,7
1883-11-04,923,131.857142857143,123,49.211883969317,7
1883-11-11,1026,146.571428571429,147,46.8965426687908,7
1883-11-18,1213,173.285714285714,172,21.2502100829951,7
1883-11-25,584,83.4285714285714,85,23.4723748468786,7
1883-12-02,305,43.5714285714286,47,21.5318147776505,7
1883-12-09,939,134.142857142857,135,27.9727758807772,7
1883-12-16,1104,157.714285714286,148,36.3396674251627,7
1883-12-23,1223,174.714285714286,185,27.5482261117619,7
1883-12-30,1030,147.142857142857,150,10.9609697172676,7
1884-01-06,1470,210,193,40.1787671952903,7
1884-01-13,962,137.428571428571,142,26.0567146999076,7
1884-01-20,833,119,118,10.770329614269,7
1884-01-27,985,140.714285714286,143,21.967508474368,7
1884-02-03,974,139.142857142857,147,17.6958429339452,7
1884-02-10,944,134.857142857143,138,22.5789619736941,7
1884-02-17,944,134.857142857143,140,34.2560387446679,7
1884-02-24,1206,172.285714285714,180,25.1377159245776,7
1884-03-02,1175,167.857142857143,172,17.63924196622,7
1884-03-09,1341,191.571428571429,187,24.5415100245628,7
1884-03-16,1148,164,165,17.0489491367259,7
1884-03-23,539,77,75,14.6287388383278,7
1884-03-30,855,122.142857142857,132,29.6278504756846,7
1884-04-06,910,130,127,16.5730705262081,7
1884-04-13,711,101.571428571429,93,18.7870269322312,7
1884-04-20,1009,144.142857142857,147,26.1752336597566,7
1884-04-27,718,102.571428571429,117,27.675844719762,7
1884-05-04,581,83,72,35.1899606895679,7
1884-05-11,767,109.571428571429,113,17.4437872689882,7
1884-05-18,813,116.142857142857,108,22.9595918331066,7
1884-05-25,1044,149.142857142857,152,22.1391701999614,7
1884-06-01,726,103.714285714286,108,18.6164289962234,7
1884-06-08,547,78.1428571428571,73,27.5404464465664,7
1884-06-15,585,83.5714285714286,88,19.5009157294142,7
1884-06-22,535,76.4285714285714,73,13.1764580832274,7
1884-06-29,932,133.142857142857,152,38.3207018526043,7
1884-07-06,626,89.4285714285714,93,23.0279333481256,7
1884-07-13,413,59,45,22.5831795812724,7
1884-07-20,508,72.5714285714286,73,14.2227182453184,7
1884-07-27,700,100,95,27.4651294068194,7
1884-08-03,657,93.8571428571429,78,41.8546236849589,7
1884-08-10,507,72.4285714285714,75,9.36050466689952,7
1884-08-17,638,91.1428571428571,85,36.3200062932657,7
1884-08-24,721,103,107,25.2388589282479,7
1884-08-31,374,53.4285714285714,55,28.0823618596985,7
1884-09-07,701,100.142857142857,98,17.939050248258,7
1884-09-14,908,129.714285714286,133,11.0862420100213,7
1884-09-21,875,125,115,28.6006992921502,7
1884-09-28,747,106.714285714286,103,13.6834971859571,7
1884-10-05,463,66.1428571428571,58,24.1552518197636,7
1884-10-12,294,42,43,8.79393730551528,7
1884-10-19,609,87,92,29.1204395571221,7
1884-10-26,774,110.571428571429,115,18.5189735393834,7
1884-11-02,202,28.8571428571429,22,21.1536330325595,7
1884-11-09,528,75.4285714285714,83,27.3060258481356,7
1884-11-16,446,63.7142857142857,63,15.370038882127,7
1884-11-23,465,66.4285714285714,63,13.6730530955007,7
1884-11-30,548,78.2857142857143,78,12.3249649859447,7
1884-12-07,528,75.4285714285714,80,11.1483502943581,7
1884-12-14,599,85.5714285714286,90,13.9863879403886,7
1884-12-21,613,87.5714285714286,92,27.2204404988674,7
1884-12-28,420,60,60,13.5154232884755,7
1885-01-04,337,48.1428571428571,67,35.8767732264603,7
1885-01-11,188,26.8571428571429,28,18.087090897733,7
1885-01-18,757,108.142857142857,117,27.3217164628467,7
1885-01-25,754,107.714285714286,113,26.8248285841947,7
1885-02-01,798,114,123,24.6035227829946,7
1885-02-08,923,131.857142857143,130,26.7795230940145,7
1885-02-15,1050,150,152,12.6227308191743,7
1885-02-22,580,82.8571428571429,75,35.3762093853509,7
1885-03-01,1042,148.857142857143,155,23.3910849928527,7
1885-03-08,615,87.8571428571429,88,12.4288450982459,7
1885-03-15,392,56,48,18.475208614068,7
1885-03-22,277,39.5714285714286,48,29.3192606935961,7
1885-03-29,591,84.4285714285714,85,10.5964953775158,7
1885-04-05,803,114.714285714286,120,16.888993316302,7
1885-04-12,525,75,72,30.8112533554436,7
1885-04-19,527,75.2857142857143,72,24.6962499563145,7
1885-04-26,800,114.285714285714,122,35.164917582321,7
1885-05-03,953,136.142857142857,120,37.9536057638295,7
1885-05-10,624,89.1428571428571,90,39.1383382862574,7
1885-05-17,747,106.714285714286,112,33.5892556517422,7
1885-05-24,1089,155.571428571429,150,24.2477293978711,7
1885-05-31,926,132.285714285714,130,15.5960923066676,7
1885-06-07,831,118.714285714286,117,15.6494332774309,7
1885-06-14,1146,163.714285714286,160,26.6752962227494,7
1885-06-21,957,136.714285714286,128,23.4073655481509,7
1885-06-28,991,141.571428571429,140,24.6904647104717,7
1885-07-05,762,108.857142857143,105,14.5536773294423,7
1885-07-12,851,121.571428571429,118,20.6628260640306,7
1885-07-19,760,108.571428571429,112,14.3742494628084,7
1885-07-26,577,82.4285714285714,87,17.1935757659379,7
1885-08-02,473,67.5714285714286,60,24.2477293978711,7
1885-08-09,851,121.571428571429,122,17.0670944886854,7
1885-08-16,440,62.8571428571429,58,28.6323160748397,7
1885-08-23,559,79.8571428571429,65,28.5273469465621,7
1885-08-30,737,105.285714285714,103,10.0118976841603,7
1885-09-06,413,59,65,19.0787840283389,7
1885-09-13,297,42.4285714285714,40,7.56873267368549,7
1885-09-20,361,51.5714285714286,58,24.4053077755444,7
1885-09-27,601,85.8571428571429,88,15.6037236093245,7
1885-10-04,472,67.4285714285714,65,10.3739600741013,7
1885-10-11,125,17.8571428571429,12,23.1259491439708,7
1885-10-18,442,63.1428571428571,58,15.3234958090353,7
1885-10-25,725,103.571428571429,100,14.164005352267,7
1885-11-01,348,49.7142857142857,47,12.5925147834509,7
1885-11-08,490,70,72,14.1067359796659,7
1885-11-15,577,82.4285714285714,90,20.5171240906805,7
1885-11-22,122,17.4285714285714,20,13.7581144887559,7
1885-11-29,32,4.57142857142857,5,4.61364436055861,7
1885-12-06,90,12.8571428571429,13,13.9095719012553,7
1885-12-13,243,34.7142857142857,33,10.4835472004833,7
1885-12-20,424,60.5714285714286,58,14.5127202005361,7
1885-12-27,457,65.2857142857143,60,10.889050857234,7
1886-01-03,405,57.8571428571429,57,10.3348693174865,7
1886-01-10,647,92.4285714285714,95,23.957303290487,7
1886-01-17,351,50.1428571428571,48,43.7813833016903,7
1886-01-24,10,1.42857142857143,0,3.77964473009227,7
1886-01-31,308,44,43,19.7484176581315,7
1886-02-07,462,66,68,12.1380943040221,7
1886-02-14,220,31.4285714285714,35,9.9474811360656,7
1886-02-21,177,25.2857142857143,30,11.7006308336244,7
1886-02-28,948,135.428571428571,145,50.4243894124564,7
1886-03-07,859,122.714285714286,112,40.0362930589829,7
1886-03-14,317,45.2857142857143,42,19.1460551699672,7
1886-03-21,498,71.1428571428571,73,18.8452343350476,7
1886-03-28,844,120.571428571429,115,27.2510375512392,7
1886-04-04,549,78.4285714285714,65,43.9615632981705,7
1886-04-11,160,22.8571428571429,18,18.5241155562919,7
1886-04-18,512,73.1428571428571,78,34.6526986511805,7
1886-04-25,639,91.2857142857143,72,37.3439610723264,7
1886-05-02,723,103.285714285714,103,7.97316929278619,7
1886-05-09,286,40.8571428571429,35,34.221964542423,7
1886-05-16,82,11.7142857142857,7,12.5925147834509,7
1886-05-23,267,38.1428571428571,38,6.41426980589819,7
1886-05-30,398,56.8571428571429,55,16.9845868503238,7
1886-06-06,313,44.7142857142857,40,28.388461774192,7
1886-06-13,130,18.5714285714286,5,21.7321355205998,7
1886-06-20,411,58.7142857142857,57,11.0561338286987,7
1886-06-27,421,60.1428571428571,63,12.6547563051549,7
1886-07-04,296,42.2857142857143,58,26.2660381844077,7
1886-07-11,87,12.4285714285714,12,14.2344317631245,7
1886-07-18,358,51.1428571428571,53,9.58172864411865,7
1886-07-25,620,88.5714285714286,92,13.6852370927841,7
1886-08-01,442,63.1428571428571,60,26.0219687407171,7
1886-08-08,179,25.5714285714286,23,6.29436633975554,7
1886-08-15,99,14.1428571428571,18,8.13282590142302,7
1886-08-22,90,12.8571428571429,5,11.852265204432,7
1886-08-29,205,29.2857142857143,30,12.0928944111034,7
1886-09-05,330,47.1428571428571,43,19.5228803495503,7
1886-09-12,405,57.8571428571429,57,15.4318779525649,7
1886-09-19,172,24.5714285714286,17,22.3447021525397,7
1886-09-26,47,6.71428571428571,5,8.28078671210825,7
1886-10-03,228,32.5714285714286,27,12.3133686543954,7
1886-10-10,64,9.14285714285714,5,12.4019967670341,7
1886-10-17,33,4.71428571428571,5,3.72890894294322,7
1886-10-24,93,13.2857142857143,15,6.84870512613603,7
1886-10-31,0,0,0,0,7
1886-11-07,5,0.714285714285714,0,1.88982236504614,7
1886-11-14,7,1,0,2.64575131106459,7
1886-11-21,5,0.714285714285714,0,1.88982236504614,7
1886-11-28,2,0.285714285714286,0,0.755928946018455,7
1886-12-05,32,4.57142857142857,5,4.96175852083187,7
1886-12-12,144,20.5714285714286,22,7.87098348063194,7
1886-12-19,192,27.4285714285714,27,24.7174509396172,7
1886-12-26,342,48.8571428571429,47,13.5453383300747,7
1887-01-02,130,18.5714285714286,18,8.52168103246347,7
1887-01-09,5,0.714285714285714,0,1.25356634105602,7
1887-01-16,50,7.14285714285714,5,9.06326967174966,7
1887-01-23,226,32.2857142857143,33,5.43796180304979,7
1887-01-30,264,37.7142857142857,38,6.65117247093287,7
1887-02-06,18,2.57142857142857,0,6.80336051416609,7
1887-02-13,93,13.2857142857143,0,17.8018190616791,7
1887-02-20,268,38.2857142857143,42,9.62140470884728,7
1887-02-27,82,11.7142857142857,10,10.889050857234,7
1887-03-06,15,2.14285714285714,0,2.67261241912424,7
1887-03-13,43,6.14285714285714,0,11.5820057478339,7
1887-03-20,94,13.4285714285714,15,9.79552862036455,7
1887-03-27,63,9,5,12.328828005938,7
1887-04-03,5,0.714285714285714,0,1.88982236504614,7
1887-04-10,12,1.71428571428571,0,2.36038737740833,7
1887-04-17,130,18.5714285714286,20,12.1361325917985,7
1887-04-24,172,24.5714285714286,20,10.4539807865575,7
